Authors,Author(s) ID,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Affiliations,Authors with affiliations,Abstract,Author Keywords,Index Keywords,Document Type,Publication Stage,Open Access,Source,EID
"Satchwell R.","35622429100;","Death and taxes",2017,"Economist (United Kingdom)","413","9068",,"","",,,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85038363442&partnerID=40&md5=a1927000b472ed5cbea4b0009e824a61","Haarby, Denmark","Satchwell, R., Haarby, Denmark",[No abstract available],,,Letter,"Final","",Scopus,2-s2.0-85038363442
"Hoff J.","24536771200;","The role of civil society actors in climate change adaptation",2017,"Institutional Capacity for Climate Change Response: A New Approach to Climate Politics",,,,"90","105",,,"10.4324/9781315651354","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85042035706&doi=10.4324%2f9781315651354&partnerID=40&md5=60e8a075935e7716a17ef4512875bda1","Department of Political Science, University of Copenhagen, Denmark","Hoff, J., Department of Political Science, University of Copenhagen, Denmark",[No abstract available],,,Book Chapter,"Final","",Scopus,2-s2.0-85042035706
"Scavenius T., Rayner S.","55510236900;56234308800;","Introduction",2017,"Institutional Capacity for Climate Change Response: A New Approach to Climate Politics",,,,"1","12",,,"10.4324/9781315651354","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85042028872&doi=10.4324%2f9781315651354&partnerID=40&md5=68631f19b0edfdf19dbf882df6489c68","Department of Planning, University of Aalborg Copenhagen, Denmark; Oxford University's School of Anthropology and Museum Ethnography, Institute for Science, Innovation and Society, United Kingdom","Scavenius, T., Department of Planning, University of Aalborg Copenhagen, Denmark; Rayner, S., Oxford University's School of Anthropology and Museum Ethnography, Institute for Science, Innovation and Society, United Kingdom",[No abstract available],,,Editorial,"Final","",Scopus,2-s2.0-85042028872
"Scavenius T., Lindberg M.R.","55510236900;57225750160;","The double gap between climate values and action",2017,"Institutional Capacity for Climate Change Response: A New Approach to Climate Politics",,,,"63","75",,,"10.4324/9781315651354","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85042023298&doi=10.4324%2f9781315651354&partnerID=40&md5=332d01830938b8f44423cd5a85673276","Department of Planning, University of Aalborg Copenhagen, Denmark; National Centre of Applied Social Science, Denmark","Scavenius, T., Department of Planning, University of Aalborg Copenhagen, Denmark; Lindberg, M.R., National Centre of Applied Social Science, Denmark",[No abstract available],,,Book Chapter,"Final","",Scopus,2-s2.0-85042023298
"Scavenius T.","55510236900;","The institutional capacity of democracy",2017,"Institutional Capacity for Climate Change Response: A New Approach to Climate Politics",,,,"31","45",,,"10.4324/9781315651354","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85042008958&doi=10.4324%2f9781315651354&partnerID=40&md5=f9906463a21e1063695b6d6692beec8d","Department of Planning, University of Aalborg Copenhagen, Denmark","Scavenius, T., Department of Planning, University of Aalborg Copenhagen, Denmark",[No abstract available],,,Book Chapter,"Final","",Scopus,2-s2.0-85042008958
"Scavenius T., Rayner S.","55510236900;56234308800;","Institutional capacity for climate change response: A new approach to climate politics",2017,"Institutional Capacity for Climate Change Response: A New Approach to Climate Politics",,,,"1","150",,2,"10.4324/9781315651354","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85041997468&doi=10.4324%2f9781315651354&partnerID=40&md5=ab43f353f4f0403b346ae895f96d17fb","Department of Planning, University of Aalborg Copenhagen, Denmark; Oxford University's School of Anthropology and Museum Ethnography, Institute for Science, Innovation and Society, United Kingdom","Scavenius, T., Department of Planning, University of Aalborg Copenhagen, Denmark; Rayner, S., Oxford University's School of Anthropology and Museum Ethnography, Institute for Science, Innovation and Society, United Kingdom","In a period of rapid climate change and climate governance failures, it is crucial to understand and address how effectively different political institutions can and should react to climate change. The term 'institutional response capacity' can be defined as a measurement for how effective political institutions may respond to threats and challenges such as climate change. This book sets out to provide a venue for the discussion of how to conduct climate politics by offering new perspectives on how social and political institutions are capable of responding to climate change. In doing so, the book explores how democracy, institutional design and polycentric governance influence social and political entities' capacity to mitigate, adapt, address and transform climate change. The book offers building blocks for a new agenda of climate studies by focusing on institutional response capacity and by offering a new approach to climate governance at a time when many political initiatives have failed. This interdisciplinary volume is a valuable resource for academics, researchers and policy-makers in the areas of anthropology, political science, geography and environmental studies. © 2018 Theresa Scavenius and Steve Rayner. All rights reserved.",,,Book,"Final","",Scopus,2-s2.0-85041997468
"Schøyen H., Steger-Jensen K.","56962729800;23101528800;","Nuclear propulsion in ocean merchant shipping: The role of historical experiments to gain insight into possible future applications",2017,"Journal of Cleaner Production","169",,,"152","160",,11,"10.1016/j.jclepro.2017.05.163","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85020067670&doi=10.1016%2fj.jclepro.2017.05.163&partnerID=40&md5=15d6057c187e2ea2b3781b3b2b6f2c47","University College of Southeast Norway, P.O. Box 4, Borre, N-3199, Norway; Aalborg University, P.O. Box 159, Aalborg, DK-9100, Denmark","Schøyen, H., University College of Southeast Norway, P.O. Box 4, Borre, N-3199, Norway; Steger-Jensen, K., Aalborg University, P.O. Box 159, Aalborg, DK-9100, Denmark","Global marine shipping annually accounts for about one billion tonnes of CO2 equivalent greenhouse gas emissions. Nuclear power propulsion may be an option to de-carbonise some niches of the merchant ocean fleet. This paper considers the three experimental nuclear-powered merchant ships launched and operated in the world so far; the iconic Savannah (USA), Otto Hahn (West Germany) and Mutsu (Japan). They were independently developed and operated in the 1960s and 1970s for technology demonstration and learning. A fourth ship, Sevmorput (Soviet Union/Russia, 1988–to date), is a pioneer in respect of its logistics functions and propulsion system. This paper develops a theoretical framework for the sustainability assessment of nuclear propulsion in ocean merchant shipping and presents a method for exploring nuclear propulsion, relative to flag state, ports, shipping resources and ocean transport services. The experimental ships’ transport efficiency is discussed and related to contemporary oil-fired shipping of general cargo, and to recent literature presenting possible future applications of merchant nuclear propulsion in some market niches. Insights provided include: (1) the experiments demonstrate that merchant nuclear propulsion may be technically feasible; (2) port and canal access for merchant nuclear-powered ships may be difficult and restricted; (3) the up-front costs, refuelling and end-of-life decommissioning costs of nuclear-powered ships are vast and uncertain against conventionally-powered ships; (4) because nuclear fuel is comparatively low-cost, the conventional oil-fired ship cost implications of high-speed operations do not apply. © 2017 Elsevier Ltd","De-carbonise; Experimental ships; Exploratory study; Nuclear propulsion; Ocean shipping; Transportation","Carbon dioxide; Costs; Gas emissions; Greenhouse gases; Nuclear fuels; Nuclear propulsion; Oceanography; Propulsion; Ships; Transportation; De-carbonise; Exploratory studies; High-speed operation; Logistics functions; Ocean shipping; Sustainability assessment; Theoretical framework; Transport efficiency; Ship propulsion",Article,"Final","",Scopus,2-s2.0-85020067670
"Woodward I.","39863984900;","Mary Douglas: Consumption codes, meaning structures and classification systems",2017,"Canonical Authors in Consumption Theory",,,,"61","68",,,"10.4324/9781315626093","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85041276755&doi=10.4324%2f9781315626093&partnerID=40&md5=86b2e62118d885704147228f3c2c0b13","Department of Marketing and Management, University of Southern Denmark, Denmark","Woodward, I., Department of Marketing and Management, University of Southern Denmark, Denmark",[No abstract available],,,Book Chapter,"Final","",Scopus,2-s2.0-85041276755
"Askegaard S., Heilbrunn B.","8928183000;27667710500;","In search of consumption...",2017,"Canonical Authors in Consumption Theory",,,,"15","11",,,"10.4324/9781315626093","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85041274616&doi=10.4324%2f9781315626093&partnerID=40&md5=c975ce50d86aad5c1ed8af626d775376","University of Southern Denmark (SDU), Denmark; Aalto University, Finland; University of Lille II, France; University of Paris IX, Dauphine, France; ESCP Europe, France","Askegaard, S., University of Southern Denmark (SDU), Denmark, Aalto University, Finland, University of Lille II, France, University of Paris IX, Dauphine, France; Heilbrunn, B., ESCP Europe, France",[No abstract available],,,Book Chapter,"Final","",Scopus,2-s2.0-85041274616
"Jantzen C.","26036175900;","The consumer as sovereign: The general economy of Georges Bataille",2017,"Canonical Authors in Consumption Theory",,,,"243","249",,,"10.4324/9781315626093","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85041271402&doi=10.4324%2f9781315626093&partnerID=40&md5=3595c95512d54dd2669e8b09742be1aa","Department of Communication and Psychology, Aalborg University, Denmark","Jantzen, C., Department of Communication and Psychology, Aalborg University, Denmark",[No abstract available],,,Book Chapter,"Final","",Scopus,2-s2.0-85041271402
"Bajde D.","36184914900;","Bruno Latour: Philosopher of togetherness in action",2017,"Canonical Authors in Consumption Theory",,,,"192","196",,,"10.4324/9781315626093","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85041271099&doi=10.4324%2f9781315626093&partnerID=40&md5=345317d6369df9dea578ebfce4d72b3d","University of Southern Denmark, Denmark","Bajde, D., University of Southern Denmark, Denmark",[No abstract available],,,Book Chapter,"Final","",Scopus,2-s2.0-85041271099
"Desjeux D.","40660987400;","Bronislaw Malinowski, or the elementary material and symbolic forms of production, exchange and consumption",2017,"Canonical Authors in Consumption Theory",,,,"79","85",,,"10.4324/9781315626093","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85041269652&doi=10.4324%2f9781315626093&partnerID=40&md5=56adaa16e59e17fd38fa330ae910d26e","School of Creative Arts, James Cook University, Townsville, Australia; University of Southern Denmark, Odense, Denmark","Desjeux, D., School of Creative Arts, James Cook University, Townsville, Australia, University of Southern Denmark, Odense, Denmark",[No abstract available],,,Book Chapter,"Final","",Scopus,2-s2.0-85041269652
"Askegaard S.","8928183000;","Edgar Morin: The uniduality of the magical and the real",2017,"Canonical Authors in Consumption Theory",,,,"250","257",,2,"10.4324/9781315626093","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85041268829&doi=10.4324%2f9781315626093&partnerID=40&md5=59d3b3fa82407941340fed3fe03aa2db","University of Southern Denmark (SDU), Denmark; Aalto University, Finland; University of Lille II, France; University of Paris IX Dauphine, France","Askegaard, S., University of Southern Denmark (SDU), Denmark, Aalto University, Finland, University of Lille II, France, University of Paris IX Dauphine, France",[No abstract available],,,Book Chapter,"Final","",Scopus,2-s2.0-85041268829
"Kjeldgaard D.","8583834700;","Karl Polanyi: Whence the marketing mind?",2017,"Canonical Authors in Consumption Theory",,,,"34","39",,,"10.4324/9781315626093","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85041268066&doi=10.4324%2f9781315626093&partnerID=40&md5=107024cfb1723a086177891430098495","University of Southern Denmark (SDU), Denmark","Kjeldgaard, D., University of Southern Denmark (SDU), Denmark",[No abstract available],,,Book Chapter,"Final","",Scopus,2-s2.0-85041268066
"Askegaard S., Heilbrunn B.","8928183000;27667710500;","Canonical authors in consumption theory",2017,"Canonical Authors in Consumption Theory",,,,"1","290",,,"10.4324/9781315626093","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85041261393&doi=10.4324%2f9781315626093&partnerID=40&md5=ffd24c89e9ae06c2a1a4a4042a057f93","University of Southern Denmark (SDU), Denmark; Aalto University, Finland; University of Lille II, France; University of Paris IX, Dauphine, France; ESCP Europe, France","Askegaard, S., University of Southern Denmark (SDU), Denmark, Aalto University, Finland, University of Lille II, France, University of Paris IX, Dauphine, France; Heilbrunn, B., ESCP Europe, France","Canonical Authors in Consumption Theory is the first work to compile the contributions of the greatest social thinkers in the global conversation about consumption and consumer culture. A prestigious reference work, it offers original chapters by the world's most prominent thought leaders and surveys how the work of historical theorists has influenced and shaped consumption theory, both through history and at the cutting edge of research. Consumption is at the core of contemporary lifestyles, of political successes and failures and of discussions around sustainability and environmental change. Contemporary consumer culture shapes modern identities, and is the engine of the globalizing capitalist economy. Still, most social theorizations over the last century and a half have addressed production processes rather than consumption processes. This is about to change. Studies of consumption play an increasing role as a topic and a domain of study in marketing, anthropology, sociology and cultural studies. Currently, there is no single compilation that systematically links scholarly work published by the greatest social thinkers of the last 150 years to the understanding of contemporary consumer society. This book provides a solid framework for understanding the relevance of these canonical authors in social theory to facilitate analysis of consumer culture, and to act as a comprehensive reference point for consumer researchers, doctoral students and practitioners. © 2018 Søren Askegaard and Benoît Heilbrunn. All Rights Reserved.",,,Book,"Final","",Scopus,2-s2.0-85041261393
"Østergaard P.","36958999600;","Jean Baudrillard: The nietzsche of our times(?)",2017,"Canonical Authors in Consumption Theory",,,,"185","191",,1,"10.4324/9781315626093","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85041245221&doi=10.4324%2f9781315626093&partnerID=40&md5=0dbb76d5eb6cb57f33d578cf8a6e0bb2","Odense University, Denmark","Østergaard, P., Odense University, Denmark",[No abstract available],,,Book Chapter,"Final","",Scopus,2-s2.0-85041245221
"Bouchet D.","24292840600;","Beyond reductionism, constructivism and arbitrary sampling in consumer research thanks to Castoriadis",2017,"Canonical Authors in Consumption Theory",,,,"258","265",,,"10.4324/9781315626093","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85041242762&doi=10.4324%2f9781315626093&partnerID=40&md5=e472606ce1b9e891ed00fd7eae2e6637","School of Creative Arts, James Cook University, Townsville, Australia; University of Southern Denmark, Odense, Denmark","Bouchet, D., School of Creative Arts, James Cook University, Townsville, Australia, University of Southern Denmark, Odense, Denmark",[No abstract available],,,Book Chapter,"Final","",Scopus,2-s2.0-85041242762
"Romera B.M.","36873242700;","Regime Interaction and Climate Change: The Case of International Aviation and Maritime Transport",2017,"Regime Interaction and Climate Change: The Case of International Aviation and Maritime Transport",,,,"1","267",,4,"10.4324/9781315451817","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85041273363&doi=10.4324%2f9781315451817&partnerID=40&md5=7de1e9fcdb06a8e983775c3b4dd67513","Faculty of Law, University of Copenhagen, Denmark","Romera, B.M., Faculty of Law, University of Copenhagen, Denmark","The regulation of greenhouse gas emissions from international aviation and maritime transport has proved to be a difficult task for international climate negotiations such as the Paris Agreement in 2015. Almost two decades prior, Article 2.2 of the Kyoto Protocol excluded emissions from international aviation and maritime transport from its targets, delegating the negotiation of sector-specific regulations to the International Civil Aviation Organization (ICAO) and the International Maritime Organization (IMO), respectively. However, progress at these venues has also been limited. © 2018 Beatriz Martinez Romera. All rights reserved.",,,Book,"Final","",Scopus,2-s2.0-85041273363
"van der Duim R., Jóhannesson G.T., Ren C.","23994502500;35862589700;55556580100;","Balancing values: Co-creation in and out of academia",2017,"Co-Creating Tourism Research: Towards Collaborative Ways of Knowing",,,,"11","23",,1,"10.4324/9781315393223","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85041230360&doi=10.4324%2f9781315393223&partnerID=40&md5=05d78c8f1b955387ada6fc0c09398443","Cultural Geography Group, Wageningen University, Netherlands; Department of Geography and Tourism, University of Iceland, Iceland; Department of Culture and Global Studies, Aalborg University, Denmark","van der Duim, R., Cultural Geography Group, Wageningen University, Netherlands; Jóhannesson, G.T., Department of Geography and Tourism, University of Iceland, Iceland; Ren, C., Department of Culture and Global Studies, Aalborg University, Denmark",[No abstract available],,,Book Chapter,"Final","",Scopus,2-s2.0-85041230360
