Authors,Author(s) ID,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Affiliations,Authors with affiliations,Abstract,Author Keywords,Index Keywords,Document Type,Publication Stage,Open Access,Source,EID
"Jørgensen S.","7202961764;","Marketing",2018,"Handbook of Dynamic Game Theory",,,,"865","905",,3,"10.1007/978-3-319-44374-4_22","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85063061021&doi=10.1007%2f978-3-319-44374-4_22&partnerID=40&md5=73eafdd22463d575b96081cec3cda5ca","Department of Business and Economics, University of Southern Denmark, Odense, Denmark","Jørgensen, S., Department of Business and Economics, University of Southern Denmark, Odense, Denmark","Marketing is a functional area within a business firm. It includes all the activities that the firm has at its disposal to sell products or services to other firms (wholesalers, retailers) or directly to the final consumers. A marketing manager needs to decide strategies for pricing (toward consumers and middlemen), consumer promotions (discounts, coupons, in-store displays), retail promotions (trade deals), support of retailer activities (advertising allowances), advertising (television, internet, cinemas, newspapers), personal selling efforts, product strategy (quality, brand name), and distribution channels. Our objective is to demonstrate that differential games have proved to be useful for the study of a variety of problems in marketing, recognizing that most marketing decision problems are dynamic and involve strategic considerations. Marketing activities have impacts not only now but also in the future; they affect the sales and profits of competitors and are carried out in environments that change. © Springer International Publishing AG, part of Springer Nature 2018.","Advertising; Channel coordination; Cost learning; Demand learning; Differential games; Goodwill; Leadership; Marketing; Marketing channels; Pricing",,Book Chapter,"Final","",Scopus,2-s2.0-85063061021
"Steingrímsdóttir M.M., Petersen A., Fantke P.","57205062570;7202330543;50661383500;","A screening framework for pesticide substitution in agriculture",2018,"Journal of Cleaner Production","192",,,"306","315",,23,"10.1016/j.jclepro.2018.04.266","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85053129140&doi=10.1016%2fj.jclepro.2018.04.266&partnerID=40&md5=ad75bb73b8c4c4a9c75aafb82045e2ea","Quantitative Sustainability Assessment Division, Department of Management Engineering, Technical University of Denmark, Kgs. Lyngby, 2800, Denmark; National Food Institute, Technical University of Denmark, Kgs. Lyngby, 2800, Denmark","Steingrímsdóttir, M.M., Quantitative Sustainability Assessment Division, Department of Management Engineering, Technical University of Denmark, Kgs. Lyngby, 2800, Denmark; Petersen, A., National Food Institute, Technical University of Denmark, Kgs. Lyngby, 2800, Denmark; Fantke, P., Quantitative Sustainability Assessment Division, Department of Management Engineering, Technical University of Denmark, Kgs. Lyngby, 2800, Denmark","Farmers lack science-based tools to flexibly and rapidly identify more sustainable pesticides. To address this gap, we present a screening-level substitution framework to compare and rank pesticides using a consistent set of indicators including registration, pest resistance, human toxicity and aquatic ecotoxicity impact potentials, and market price. Toxicity-related damage costs and application costs were combined with application dosages to yield total costs per pesticide. We applied and tested our framework in a case study on pesticides applied to lettuce in Denmark. Our results indicate that by ranking pesticides within each target class (e.g. fungicides) the most suitable pesticide can be identified based on our set of indicators. As an example, in the insecticide scenario, pymetrozine performs best with total costs of 23 €/ha, while dimethoate and pirimicarb, which are also on the EU candidate substitution list, performed worst. Total costs across considered pesticides range from 23 to 302 €/ha. Our framework constitutes an operational starting point for identifying sustainable pesticides by farmers and other stakeholders and highlights (a) the need to consider various relevant aspects influencing the ranking of pesticides and (b) the importance of combining total cost performance per pesticide unit applied with respective application dosage per hectare as both may vary greatly. Future research should focus on considering additional indicators (e.g. terrestrial ecotoxicity), increasing resistance-related data, and reducing uncertainty that is mainly related to emission and toxicity impact estimates. © 2018 Elsevier Ltd","Decision support; Environmental impacts; Pesticide ranking; Substitution scenarios","Agriculture; Decision support systems; Environmental impact; Toxicity; Uncertainty analysis; Application cost; Aquatic ecotoxicity; Cost performance; Decision supports; Human toxicity; Pest resistance; Screening level; Target class; Pesticides",Article,"Final","",Scopus,2-s2.0-85053129140
"Jespersen J.","55824240200;","Look after employment, and the budget will look after itself",2018,"Keynesian Policies - A New Deal in the European Narrative: Employment, Equality and Sustainability",,,,"119","138",,,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85058735023&partnerID=40&md5=3eaeb2d4aa33c1a7e548b83dbbe8166b","Roskilde University, Roskilde, Denmark","Jespersen, J., Roskilde University, Roskilde, Denmark","According to Keynes's General Theory of Employment, Interest and Money the private sector is not self-adjusting and it may get stuck in a position of unemployment equilibrium. The theoretical explanation can be found in his theory of effective demand, which is an equivalent to a theory of structural excess private savings. The mirror picture of the private sector is within a closed economy the public sector. To secure full employment the government has to run a deficit matching the private excess savings. In this case the public sector deficit could be financed automatically by private savings. On the other hand an expansionary monetary policy could facilitate a re-balancing process within the private sector and hereby make a relief to the government budget. © 2018 Nova Science Publishers, Inc.","Active fiscal & monetary policy; Effective demand; Persistent unemployment equilibrium; Structural private surplus; Structural public deficit",,Book Chapter,"Final","",Scopus,2-s2.0-85058735023
"Larsen M.M., Seppälä T., Ali-Yrkkö J.","55105352100;56432448300;15030965300;","The changing geography and ownership of value creation: evidence from mobile telecommunications",2018,"Industry and Innovation","25","7",,"675","698",,3,"10.1080/13662716.2017.1329086","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85020091830&doi=10.1080%2f13662716.2017.1329086&partnerID=40&md5=ed4e642e86776821de8dece6122966de","Department of Strategic Management and Globalization, Copenhagen Business School, Copenhagen, Denmark; BI Norwegian Business School, Oslo, Norway; Department of Industrial Engineering and Management, Aalto University, Espoo, Finland; The Research Institute of the Finnish Economy, Helsinki, Finland","Larsen, M.M., Department of Strategic Management and Globalization, Copenhagen Business School, Copenhagen, Denmark, BI Norwegian Business School, Oslo, Norway; Seppälä, T., Department of Industrial Engineering and Management, Aalto University, Espoo, Finland, The Research Institute of the Finnish Economy, Helsinki, Finland; Ali-Yrkkö, J., The Research Institute of the Finnish Economy, Helsinki, Finland","Through an innovative trade-in-task case study, we explore how Nokia, which is historically one of the most important mobile phone manufacturers in the world, offshored the development and production of three distinct mobile phones at three different points in time. Adjacent to these processes, we find that the value creation in areas such as design and manufacturing knowledge has rapidly shifted away from advanced economies to emerging economies. Moreover, we find that the value added captured by Nokia decreased dramatically over the studied time period. Based on our results, we uss more generally the challenge of multinational corporations to preserve value and how the realisation of the benefits of offshoring must be assessed with respect to the altered requirements for controlling value-adding activities. © 2018, © 2018 Informa UK Limited, trading as Taylor & Francis Group.","Nokia; Offshoring; outsourcing; trade-in-task case study; value creation","manufacturing; mobile communication; mobile phone; offshoring; outsourcing",Article,"Final","",Scopus,2-s2.0-85020091830
"Kristiansen J.N., Ritala P.","57016381000;24778958800;","Measuring radical innovation project success: typical metrics don’t work",2018,"Journal of Business Strategy","39","4",,"34","41",,14,"10.1108/JBS-09-2017-0137","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85050673859&doi=10.1108%2fJBS-09-2017-0137&partnerID=40&md5=06457d3d010aa8af4d121d595122824a","Department of Business and Management, Aalborg University, Aalborg, Denmark; School of Business and Management, Lappeenranta University of Technology, Lappeenranta, Finland","Kristiansen, J.N., Department of Business and Management, Aalborg University, Aalborg, Denmark; Ritala, P., School of Business and Management, Lappeenranta University of Technology, Lappeenranta, Finland","Purpose: Firms frequently struggle with measuring the performance of their radical innovation activities. Due to the uncertainty and ambiguity involved, key performance indicators (KPIs) used for incremental innovation projects are often not useful in this context. The purpose of this paper is to explore suitable KPIs particularly useful for radical innovation projects. Design/methodology/approach: This study first reviews commonly used measures for innovation projects, which is then followed by case-study evidence from three industry-leading international firms. This study includes 13 in-depth interviews with innovation managers and directors in these firms, providing insights on how they measure the progress and performance of radical innovation projects. Findings: KPIs used commonly in incremental innovation showed lackluster results in the case firms and were problematic for radical innovation context. A key finding was that radical innovation project performance should be evaluated based on the process rather than on the expected outcome. Concurrently, based on the literature review and the cases, three sets of KPIs with 13 specific KPIs useful for radical innovation projects are proposed. Originality/value: The paper addresses a core challenge in using established KPIs in a radical innovation context. The paper gathers and synthesizes a range of measurement points suitable for radical innovation projects and provides specific suggestions for appropriate metrics that innovation managers can use. © 2018, Jimmi Normann Kristiansen and Paavo Ritala.","Evaluation; Key performance indicator; KPI; Project management; Radical innovation; Strategic innovation",,Article,"Final","",Scopus,2-s2.0-85050673859
"Hansen J.R., Kjeldsen A.M.","36677535900;54884844500;","Comparing Affective Commitment in the Public and Private Sectors: A Comprehensive Test of Multiple Mediation Effects",2018,"International Public Management Journal","21","4",,"558","588",,16,"10.1080/10967494.2016.1276033","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85014549556&doi=10.1080%2f10967494.2016.1276033&partnerID=40&md5=e3c530919cec9fb2e24f15b407dd7ba9","AARHUS UNIVERSITY, Denmark","Hansen, J.R., AARHUS UNIVERSITY, Denmark; Kjeldsen, A.M., AARHUS UNIVERSITY, Denmark","Employees’ organizational commitment is associated with a number of positive outcomes, such as employee motivation, job satisfaction, productivity, and retention. But previous research has suggested that there may be important sector differences in both commitment and its explanations, yet results are very mixed. We study sector differences in affective organizational commitment among 1,043 public and private office workers who perform very similar tasks across sectors, testing the influence of factors thought to explain commitment and expected to vary between the sectors. We propose that the mixed results are due to different variables mediating the relationship between sector and organizational commitment. Conducting a multiple mediation analysis, we find that more hierarchy negatively mediates the relationship between public sector employment and organizational commitment. On the other hand, the relationship between public sector employment and organizational commitment is positively mediated by public service motivation and participatory management. This highlights the importance of not only studying simple sector differences, but also including relevant individual and organizational-level variables that can explain the mechanisms behind such differences. © 2017, Copyright © 2017 Taylor & Francis Group, LLC.",,,Article,"Final","",Scopus,2-s2.0-85014549556
"Høst-Madsen L., Purup M., Dissing N.B.","57208030094;57208032424;57208036326;","The eScape project: Combining archaeology and art to merge the past with the present",2018,"Feasible Management of Archaeological Heritage Sites Open to Tourism",,,,"159","169",,,"10.1007/978-3-319-92756-5_15","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85063641782&doi=10.1007%2f978-3-319-92756-5_15&partnerID=40&md5=244891d65585c55307589ec554549bee","Museum Skanderborg, Skanderborg, Denmark; VisitSkanderborg, Skanderborg, Denmark; Kunstråd Skanderborg, Skanderborg, Denmark","Høst-Madsen, L., Museum Skanderborg, Skanderborg, Denmark; Purup, M., VisitSkanderborg, Skanderborg, Denmark; Dissing, N.B., Kunstråd Skanderborg, Skanderborg, Denmark",[No abstract available],,,Book Chapter,"Final","",Scopus,2-s2.0-85063641782
"Edenbrandt A.K.","56454387400;","Demand for pesticide-free, cisgenic food? Exploring differences between consumers of organic and conventional food",2018,"British Food Journal","120","7",,"1666","1679",,13,"10.1108/BFJ-09-2017-0527","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85050129812&doi=10.1108%2fBFJ-09-2017-0527&partnerID=40&md5=0a78032166c74a3104d1231a52bbcc3a","Department of Food and Resource Economics, University of Copenhagen, Copenhagen, Denmark","Edenbrandt, A.K., Department of Food and Resource Economics, University of Copenhagen, Copenhagen, Denmark","Purpose: The purpose of this paper is to explore the consumer acceptance of foods that are pesticide-free while obtained by cisgenics, a form of genetic modification that only allows gene transfers between sexually compatible species. Potential differences in acceptance between conventional and organic consumer segments are explored. Design/methodology/approach: Data were collected from a survey, including a choice experiment, which was distributed to a consumer panel in Denmark. Survey responses were combined with actual purchase data among the same respondents and thereby providing information about the respondents’ share of organic consumption. Findings: No consumer segment differentiated between pesticide-free, cisgenic bread and conventional alternatives. Conventional consumers preferred cisgenics over transgenics, while pesticide-free is not highly valued. Frequent organic consumers were having willingness-to-pay (WTP) a large premium for organic, indicating that they will continue to purchase such products even if cisgenic, pesticide-free products are introduced. Originality/value: This paper provides insights on the potential reception of cisgenic food, and if there is a positive willingness to pay for a pesticide-free label if this is cisgenics. Moreover, the possibility to allow new breeding techniques in the organic requirements has been discussed, and this paper contributes with insights on the organic consumers’ preferences on this matter. © 2018, Emerald Publishing Limited.","Consumer choice; Consumer purchasing decisions; Food consumption; Genetically modified food; Labelling",,Article,"Final","",Scopus,2-s2.0-85050129812
"Butler C.L., Minbaeva D., Mäkelä K., Maloney M.M., Nardon L., Paunova M., Zimmermann A.","29367455900;6507879590;22135473100;16064392400;16304904800;56910079600;7201591583;","Towards a strategic understanding of global teams and their HR implications: an expert dialogue",2018,"International Journal of Human Resource Management","29","14",,"2209","2229",,2,"10.1080/09585192.2018.1428720","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85043331112&doi=10.1080%2f09585192.2018.1428720&partnerID=40&md5=f65be7b900c9a959391517b86715f989","Kingston Business School, Kingston University, Kingston-upon-Thames, United Kingdom; Department of Strategic Management and Globalization, Copenhagen Business School, Copenhagen, Denmark; Department of Management Studies, Aalto University School of Business, Aalto, Finland; Opus College of Business, University of St. Thomas, Minneapolis, MN, United States; Sprott School of Business, Carleton University, Ottawa, Canada; Department of Management, Society and Communication, Copenhagen Business School, Copenhagen, Denmark; School of Business and Economics, Loughborough University, Loughborough, United Kingdom","Butler, C.L., Kingston Business School, Kingston University, Kingston-upon-Thames, United Kingdom; Minbaeva, D., Department of Strategic Management and Globalization, Copenhagen Business School, Copenhagen, Denmark; Mäkelä, K., Department of Management Studies, Aalto University School of Business, Aalto, Finland; Maloney, M.M., Opus College of Business, University of St. Thomas, Minneapolis, MN, United States; Nardon, L., Sprott School of Business, Carleton University, Ottawa, Canada; Paunova, M., Department of Management, Society and Communication, Copenhagen Business School, Copenhagen, Denmark; Zimmermann, A., School of Business and Economics, Loughborough University, Loughborough, United Kingdom","Drawing on initial insights emerging from a panel at the EIBA 2016 Conference in Vienna, here discussants and expert panelists engage in a follow-on conversation on the HRM implications of global teams for international organizations. First we set out how HRM can enable global teams and their constituent members to overcome the new and considerable challenges of global teams. These challenges span levels of analysis, time and space. Next we debate global teams as a strategic response to the dual pressures of global integration and local adaptation. We consider what HRM is needed for global teams to successfully resolve this dilemma, challenging practitioners to move beyond the ‘best practices’ and ‘alignment’ dichotomy. Lastly we look to the future to consider implications for research. We propose a rich research agenda focused on the complexities of the global team context. © 2018, © 2018 Informa UK Limited, trading as Taylor & Francis Group.","Global teams; global virtual teams; HRM practices; international HRM; strategic alignment; strategic HRM",,Article,"Final","",Scopus,2-s2.0-85043331112
"Daalhuizen J., Schoormans J.","6504538941;7801489342;","Pioneering online design teaching in a mooc format: Tools for facilitating experiential learning",2018,"International Journal of Design","12","2",,"1","14",,11,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85056893235&partnerID=40&md5=dafeb7dcb491bc869f9ce836dcf16d63","Technical University of Denmark, Kgs. Lyngby, Denmark; Delft University of Technology, Delft, Netherlands","Daalhuizen, J., Technical University of Denmark, Kgs. Lyngby, Denmark; Schoormans, J., Delft University of Technology, Delft, Netherlands","Providing online design education offers a unique opportunity for learning, by providing high quality learning experiences to distributed audiences for free. It has its challenges as well, particularly when the aim is use ‘active learning’ strategies (Biggs & Tang, 2011), which are necessary when teaching design. In this paper, we report on the development of one of the first massive open online courses (MOOC) in the field of product design. We provide insight into the way the course was designed to stimulate active learning, highlighting the tools that were developed to engage students in a mode of experiential learning (Kolb, 1984). We present the results of the course evaluation, through (post-course) surveys and interviews, focusing on the way the newly developed active learning tools were experienced by the students. We found that experiential learning strategies are applicable to the MOOC context, and that dedicated didactic tools were evaluated more positively in terms of stimulating reflection, motivation and learning that conventional ones. We conclude with an analysis of the outlook on future developments for online design education. © 2018 Daalhuizen & Schoormans.","Design education; Design methods; Massive open online learning",,Article,"Final","",Scopus,2-s2.0-85056893235
"Kraft H., Munk C., Wagner S.","7005700849;6701412772;57189709650;","Housing habits and their implications for life-cycle consumption and investment",2018,"Review of Finance","22","5",,"1737","1762",,7,"10.1093/rof/rfx048","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85055275807&doi=10.1093%2frof%2frfx048&partnerID=40&md5=132e0c341c15212e026274862b4f622b","Goethe University Frankfurt Am Main, Germany; Copenhagen Business School, PeRCent, Danish Finance Institute, Denmark","Kraft, H., Goethe University Frankfurt Am Main, Germany; Munk, C., Copenhagen Business School, PeRCent, Danish Finance Institute, Denmark; Wagner, S., Goethe University Frankfurt Am Main, Germany","We solve a rich life-cycle model of household decisions involving consumption of perishable goods and housing services, habit formation for housing consumption, stochastic labor income, stochastic house prices, home renting and owning, stock investments, and portfolio constraints. In line with empirical observations, the optimal decisions involve (i) stock investments that are low or zero for many young agents and then gradually increasing over life, (ii) an age- and wealth-dependent housing expenditure share, (iii) non-housing consumption being significantly more sensitive to wealth and income shocks than housing consumption, and (iv) nonhousing consumption being hump-shaped over life. © The Authors 2017. Published by Oxford University Press on behalf of the European Finance Association.","Consumption hump; Habit formation; Household decisions; Housing expenditure share; Stock investments",,Article,"Final","",Scopus,2-s2.0-85055275807
"Brødsgaard K.E.","6506808772;","China’s political order under Xi Jinping: Concepts and perspectives",2018,"China: An International Journal","16","3",,"1","17",,14,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85053892185&partnerID=40&md5=73ac3b204008ef9d350240662580888d","Department of International Economics and Management, Copenhagen Business School, Denmark","Brødsgaard, K.E., Department of International Economics and Management, Copenhagen Business School, Denmark","This article argues that the essence of China’s neo-socialism under Xi Jinping is a CPC-led (Communist Party of China) ranking-stratified political order. This political order diverges not only from Western democratic values, but also from the general reform trend of the Deng Xiaoping era. During the 1980s, Deng promoted the separation of “Party and government” and “government and business” in an attempt to avoid the CPC “taking on and intervening in everything”. The article details how this reform trend has been reversed under Xi Jinping. Instead of notions of separation, the dominant slogan is “bidirectional entry and cross appointment”. Thus, in many localities, the Party secretary also serves as chairman of the local national people’s congress and in state-owned companies, the Party secretary duplicates as chairman of the board. The article also shows how the Party has strengthened its authority and centralised power in the hands of Xi Jinping. The result is the fusion of Party and state or what can be called the transition from Party-state to state-Party. © 2018, National University of Singapore. All rights reserved.",,,Article,"Final","",Scopus,2-s2.0-85053892185
"Feldhütter P., Schaefer S.M.","24170914800;24291737200;","The myth of the credit spread puzzle",2018,"Review of Financial Studies","31","8",,"2897","2942",,28,"10.1093/rfs/hhy032","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85053850518&doi=10.1093%2frfs%2fhhy032&partnerID=40&md5=0486751a00b7f3f8fa26b9fc2aec08de","Copenhagen Business School, Plads 3, Frederiksberg, 2000, Denmark; London Business School, United Kingdom","Feldhütter, P., Copenhagen Business School, Plads 3, Frederiksberg, 2000, Denmark; Schaefer, S.M., London Business School, United Kingdom","Are standard structural models able to explain credit spreads on corporate bonds? In contrast to much of the literature, we find that the Black-Cox model matches the level of investmentgrade spreads well. Model spreads for speculative-grade debt are too low, and we find that bond illiquidity contributes to this underpricing. Our analysis makes use of a new approach for calibrating the model to historical default rates that leads to more precise estimates of investment-grade default probabilities. © The Author(s) 2018.",,,Article,"Final","",Scopus,2-s2.0-85053850518
"König A., Mammen J., Luger J., Fehn A., Enders A.","56032611200;56528154400;55949281300;57193196640;7005782898;","Silver bullet or ricochet? Ceos' use of metaphorical communication and infomediaries' evaluations",2018,"Academy of Management Journal","61","4",,"1196","1230",,19,"10.5465/amj.2016.0626","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85052670287&doi=10.5465%2famj.2016.0626&partnerID=40&md5=2e48cb7d9991ee373ae90fe684529bd1","University of Passau, Germany; University of Erlangen-Nuremberg, Germany; Copenhagen Business School, Denmark; University of Bamberg, Germany; IMD, Lausanne, Switzerland","König, A., University of Passau, Germany; Mammen, J., University of Erlangen-Nuremberg, Germany; Luger, J., Copenhagen Business School, Denmark; Fehn, A., University of Bamberg, Germany; Enders, A., IMD, Lausanne, Switzerland","We combine literature on rhetoric and socially situated sensemaking to illuminate the challenges that emerge when chief executive officers (CEOs) try to influence infomediaries by using metaphorical communication-figurative linguistic expressions that convey thoughts and feelings by describing one domain, A, through another domain, B. Specifically, we theorize that because different infomediaries are situated in different thought worlds, CEOs' use of metaphorical communication has contradictory effects on journalists' and securities analysts' evaluations: while it triggers more favorable statements from journalists, it prompts more unfavorable assessments from analysts. Moreover, we integrate findings from cognitive psychology to argue that these contradictory effects increase the more a firm's performance falls behind market expectations. Our hypotheses find support in an extensive analysis of 937 quarterly earnings calls in the U.S. pharmaceutical, hardware, and software industries, and of journalists' statements and analysts' earnings forecasts and recommendations. Our novel theorizing and findings suggest that the use of discursive frames, especially in the form of metaphorical communication, in firms' interactions with critical audiences creates thought-provoking and thus-far neglected dilemmas. In developing and testing these thoughts, we contribute to and link ongoing conversations in management science, especially discussions of organizational reputation, executive communication, and impression management. © Academy of Management Journal 2018",,,Article,"Final","",Scopus,2-s2.0-85052670287
"Gârleanu N., Pedersen L.H.","6508204775;7201717879;","Efficiently Inefficient Markets for Assets and Asset Management",2018,"Journal of Finance","73","4",,"1663","1712",,33,"10.1111/jofi.12696","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85052204651&doi=10.1111%2fjofi.12696&partnerID=40&md5=8266cf1cf0d5beeaeb831251e5278eae","Haas School of Business, University of California, Berkeley, and NBER, United States; AQR Capital Management, United States; Copenhagen Business School, Denmark; New York University, United States; CEPR, United States","Gârleanu, N., Haas School of Business, University of California, Berkeley, and NBER, United States; Pedersen, L.H., AQR Capital Management, United States, Copenhagen Business School, Denmark, New York University, United States, CEPR, United States","We consider a model where investors can invest directly or search for an asset manager, information about assets is costly, and managers charge an endogenous fee. The efficiency of asset prices is linked to the efficiency of the asset management market: if investors can find managers more easily, more money is allocated to active management, fees are lower, and asset prices are more efficient. Informed managers outperform after fees, uninformed managers underperform, while the average manager's performance depends on the number of “noise allocators.” Small investors should remain uninformed, but large and sophisticated investors benefit from searching for informed active managers since their search cost is low relative to capital. Hence, managers with larger and more sophisticated investors are expected to outperform. © 2018 the American Finance Association",,,Article,"Final","",Scopus,2-s2.0-85052204651
"Alt R., Beck R., Smits M.T.","56267296300;7403182380;7006388289;","FinTech and the transformation of the financial industry",2018,"Electronic Markets","28","3",,"235","243",,99,"10.1007/s12525-018-0310-9","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85052152510&doi=10.1007%2fs12525-018-0310-9&partnerID=40&md5=1610d4ad261b01895c3d0f106030e8c4","Leipzig University, Leipzig, Germany; IT University of Copenhagen, Copenhagen, Denmark; Tilburg University, Tilburg, Netherlands","Alt, R., Leipzig University, Leipzig, Germany; Beck, R., IT University of Copenhagen, Copenhagen, Denmark; Smits, M.T., Tilburg University, Tilburg, Netherlands",[No abstract available],,,Editorial,"Final","",Scopus,2-s2.0-85052152510
"Garofalo O., Rott C.","46861196900;56624171100;","Shifting blame? Experimental evidence of delegating communication",2018,"Management Science","64","8",,"3911","3925",,7,"10.1287/mnsc.2017.2782","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85051397993&doi=10.1287%2fmnsc.2017.2782&partnerID=40&md5=2bfb21827ccb4a597c4f8ec81bf36684","Department of Innovation and Organizational Economics, Copenhagen Business School, Frederiksberg, DK-2000, Denmark; Department of Economics (AE1), School of Business and Economics, Maastricht University, Maastricht, 6200 MD, Netherlands","Garofalo, O., Department of Innovation and Organizational Economics, Copenhagen Business School, Frederiksberg, DK-2000, Denmark; Rott, C., Department of Economics (AE1), School of Business and Economics, Maastricht University, Maastricht, 6200 MD, Netherlands","Decision makers frequently have a spokesperson communicate their decisions. In this paper, we address two questions. First, does it matter who communicates an unfair decision? Second, does it matter how the unfair decision is communicated? We conduct a modified dictator game experiment in which either the decision maker or a spokesperson communicates the decided allocation to recipients, who then determine whether to punish either of them. We find that receivers punish both the decision maker and the spokesperson more often, and more heavily, for unfair allocations communicated by the spokesperson if there is room for shifting blame. The increased punishment results from the messenger’s style of delivery: spokespersons are more likely than decision makers to express emotional regret instead of rational need. Receivers seem to punish the former style of communication because they view it as an attempt to shift blame. Our results establish more generally that the design of communication schemes shapes relationships among organizational members. © 2017 INFORMS.","Communication; Delegation; Dictator game; Experiment; Punishment","Communication; Experiments; Management; Operations research; Communication schemes; Decision makers; Delegation; Dictator games; Experimental evidence; Punishment; Decision making",Article,"Final","",Scopus,2-s2.0-85051397993
"Batsaikhan M., Tumennasan N.","57191378266;55436940300;","Output decisions and price matching: Theory and experiment",2018,"Management Science","64","8",,"3609","3624",,2,"10.1287/mnsc.2017.2788","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85051363478&doi=10.1287%2fmnsc.2017.2788&partnerID=40&md5=8af9796c6dfebabf4b6aa1a246737a87","School of Foreign Service in Qatar, Georgetown University, Doha, 23689, Qatar; Department of Economics, Dalhousie University, Halifax, NS  B3H 4R2, Canada; Department of Economics and Business, Aarhus University, Aarhus, 8000, Denmark","Batsaikhan, M., School of Foreign Service in Qatar, Georgetown University, Doha, 23689, Qatar; Tumennasan, N., Department of Economics, Dalhousie University, Halifax, NS  B3H 4R2, Canada, Department of Economics and Business, Aarhus University, Aarhus, 8000, Denmark","We study the effects of price matching in a setting in which each firm selects both its price and output, simultaneously. We show that the availability of a price-matching option leads to the Cournot outcome in this setting. Our experimental study confirms this result in the laboratory. Our finding is a stark contrast to the one obtained in the standard price competition that the most likely market price in the presence of a price-matching option is the monopolistic price. In addition, we show that price matching benefits consumers in markets with a large number of firms. If a market has a few firms, then the effects of price matching on consumers depend on the market demand and cost functions. Thus, our study suggests that the effect of price matching depends on the strategic variables of the firms. © 2017 INFORMS.","Cournot outcome; Output decision; Price matching","Competition; Cost functions; Cournot; Market demand; Market price; Most likely; Output decision; Price competition; Price matching; Strategic variables; Commerce",Article,"Final","",Scopus,2-s2.0-85051363478
"Sorensen B., Nielsen B.B.","57203261532;7403211901;","Social capital as it pertains to international ventures in Asia: A comparative study of Theravada Buddhist Laos and Confucian China",2018,"International Journal of Cross Cultural Management","18","2",,"221","240",,1,"10.1177/1470595818787541","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85051057196&doi=10.1177%2f1470595818787541&partnerID=40&md5=543fecb33cda7535cc3385fb0b251f68","TAFE SA, Australia; The University of Sydney, Australia; Copenhagen Business School, Denmark","Sorensen, B., TAFE SA, Australia; Nielsen, B.B., The University of Sydney, Australia, Copenhagen Business School, Denmark","Social capital was investigated in the Lao People’s Democratic Republic (abbreviated as Laos), and findings were compared and contrasted to social capital practices in Confucian contexts (in particular China). We found horizontal social capital between heterogeneous groups in Theravada Buddhist Laos to be relatively accessible compared to the more homogeneous Confucian networks, whereas vertical networks with government officials are of greater importance in Confucian contexts. Through comparison between Lao and variations of Confucian social capital, we identified a number of distinctive features of Lao social capital (teun tang sangkhom) which delineate it from guanxi and other concepts identified in the literature. We argue that Lao social capital is not merely a new label for old concepts in the Western or guanxi literature, but rather is a uniquely evolved artefact of Lao society and thus represents a new distinct concept in the literature. Furthermore, through comparative insights into networking practices in Theravada Buddhist Laos and Confucian contexts, this research provides a more nuanced understanding of similarities and differences in cross-cultural management in the region. © The Author(s) 2018.","Asian business networks; Confucianism; institutional voids; international ventures; Lao people’s democratic republic; social capital; Theravada Buddhism",,Article,"Final","",Scopus,2-s2.0-85051057196
