Authors,Author(s) ID,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Affiliations,Authors with affiliations,Abstract,Author Keywords,Index Keywords,Document Type,Publication Stage,Open Access,Source,EID
"Schrøder I.","57209746058;","Modes of timing and spacing professional decisions: On the relationship between costing and caring in child protection work",2019,"Financial Accountability and Management","35","4",,"319","336",,4,"10.1111/faam.12212","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85068617309&doi=10.1111%2ffaam.12212&partnerID=40&md5=629e3a9d699da2cdd05f8bb697098304","Department of Operations Management, Copenhagen Business School, Frederiksberg, Denmark","Schrøder, I., Department of Operations Management, Copenhagen Business School, Frederiksberg, Denmark","Within public sector accounting research, the question of how “costing” is implemented and how it transforms professional “caring” work has been widely studied and debated. Studies have, for instance, pointed to contextual variables that make cost information more or less useful in professional decision making. However, in doing so, scholars also assume that decision making follows a linear path that can be informed and transformed by cost information. In this paper, I take it as my starting point that both costing and caring vary as they are combined in professional decision-making processes. I use the broad and processual definition of calculation from the work of Callon and Muniesa to analyze how distinctions about vulnerable children's situations are made relevant for the choice and delimitation of social services. This allows me to investigate how, when, and where distinctions between costing and caring are drawn rather than assuming that costing and caring are preexisting and stable practices that can be put to use or not. © 2019 John Wiley & Sons Ltd","actor-network theory; caring; costing; professional decisions; social services; spacing; timing",,Article,"Final","",Scopus,2-s2.0-85068617309
"Themsen T.N.","56422185300;","The processes of public megaproject cost estimation: The inaccuracy of reference class forecasting",2019,"Financial Accountability and Management","35","4",,"337","352",,7,"10.1111/faam.12210","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85068484627&doi=10.1111%2ffaam.12210&partnerID=40&md5=a07c836b9efd008a415800e498734a5d","Department of Accounting, Copenhagen Business School, Frederiksberg, Denmark","Themsen, T.N., Department of Accounting, Copenhagen Business School, Frederiksberg, Denmark","Governments worldwide are introducing “reference class forecasting” to improve the accuracy of megaproject cost estimation and thus ultimately the ability to deliver megaprojects on budget without altering the project specifications and/or changing the time schedule. In contrast to current findings, which show that reference class forecasting leads to more accurate project cost estimates by counteracting human cognitive and organizational biases, this article indicates the contrary, that reference class forecasting does not lead to more accurate cost estimates. The article theorizes that reference class forecasting fails to produce more accurate project cost estimates because estimates are always a relational network effect of human and nonhuman actors’ “biased” efforts to establish them. This finding challenges the existing literature by pointing to a more complex understanding of project cost estimation and biases. The finding is based on a longitudinal case study of a 23.6-billion-kroner Danish public megaproject, which failed to meet its objectives despite the application of reference class forecasting. © 2019 John Wiley & Sons Ltd","actor–network theory; megaproject; project cost estimation; public budgeting; reference class forecasting",,Article,"Final","",Scopus,2-s2.0-85068484627
"Swaffield S.R., Corry R.C., Opdam P., McWilliam W., Primdahl J.","6602694153;8869508400;6602702359;6504149407;6505788321;","Connecting business with the agricultural landscape: business strategies for sustainable rural development",2019,"Business Strategy and the Environment","28","7",,"1357","1369",,12,"10.1002/bse.2320","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85067350469&doi=10.1002%2fbse.2320&partnerID=40&md5=94baf27a716358fed3a2242ea83825b1","Faculty of Environment, Society and Design, School of Landscape Architecture, Lincoln University, Christchurch, New Zealand; University of Guelph, Guelph, ON, Canada; Environmental Sciences Group, Wageningen University & Research, Wageningen, Netherlands; Unit of Landscape & Planning, Department of Geoscience and Natural Resource Management, University of Copenhagen, Copenhagen, Denmark","Swaffield, S.R., Faculty of Environment, Society and Design, School of Landscape Architecture, Lincoln University, Christchurch, New Zealand; Corry, R.C., University of Guelph, Guelph, ON, Canada; Opdam, P., Environmental Sciences Group, Wageningen University & Research, Wageningen, Netherlands; McWilliam, W., Faculty of Environment, Society and Design, School of Landscape Architecture, Lincoln University, Christchurch, New Zealand; Primdahl, J., Unit of Landscape & Planning, Department of Geoscience and Natural Resource Management, University of Copenhagen, Copenhagen, Denmark","Agribusiness enterprises link rural landscapes to global and regional markets. The nature of these business–landscape relationships is vital to the sustainability transition. Decisions by farmers and agriculture policymakers aggregate to changes in the ecology of landscapes, but the influence of food supply system businesses on rural landscape sustainability also requires scrutiny. This article uses four international cases to present a conceptual framework for investigating how different business strategies can support agricultural landscape sustainability. Insights from North America, New Zealand, The Netherlands, and Denmark inform the framework dimensions of horizontal/territorial and vertical/systemic business–landscape relationships. Three types of business model that promote rural sustainability are highlighted: provenance, cogovernance, and placemaking. These models engage strategies such as environmental management systems, certification, ecosystem and landscape services, and spatial planning. Research directions that will improve understanding about how business can engage with rural stakeholders for more sustainable rural landscapes are identified, including the need for cross disciplinary perspectives incorporating social, ecological, and business knowledge. © 2019 John Wiley & Sons, Ltd and ERP Environment","cogovernance; food supply systems; placemaking; provenance; socioecological networks","agroindustry; business development; conceptual framework; food supply; governance approach; rural development; stakeholder; sustainable development; Denmark; Netherlands; New Zealand; North America",Article,"Final","",Scopus,2-s2.0-85067350469
"Jovanovic M., Raja J.Z., Visnjic I., Wiengarten F.","57189042769;57197574054;57199689401;36160776700;","Paths to service capability development for servitization: Examining an internal service ecosystem",2019,"Journal of Business Research","104",,,"472","485",,28,"10.1016/j.jbusres.2019.05.015","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85066272515&doi=10.1016%2fj.jbusres.2019.05.015&partnerID=40&md5=bf4d6df9985b983cc57d14802f853d07","Department of Operations Management, Copenhagen Business School, Solbjerg Plads 3, Frederiksberg, 2000, Denmark; Department of Operations, Innovation and Data Sciences, ESADE Business School, Ramon Llull University, Av. Pedralbes, 60-62, Barcelona, 08034, Spain","Jovanovic, M., Department of Operations Management, Copenhagen Business School, Solbjerg Plads 3, Frederiksberg, 2000, Denmark; Raja, J.Z., Department of Operations Management, Copenhagen Business School, Solbjerg Plads 3, Frederiksberg, 2000, Denmark; Visnjic, I., Department of Operations, Innovation and Data Sciences, ESADE Business School, Ramon Llull University, Av. Pedralbes, 60-62, Barcelona, 08034, Spain; Wiengarten, F., Department of Operations, Innovation and Data Sciences, ESADE Business School, Ramon Llull University, Av. Pedralbes, 60-62, Barcelona, 08034, Spain","There is a need to examine the internal service ecosystem perspective to understand how the capability development process unfolds. To achieve this, an embedded case study of ten subsidiaries of a large multinational capital equipment manufacturer was conducted to analyze how front- and back-office capability development progresses across the subsidiaries. Three different paths for capability development were identified, indicating: (i) the sequential development of capabilities and capability renewal; (ii) difficulties of capability replication; and (iii) capability retrenchment and service dilution. It is argued that a lack of interaction between the front- and back-office may constrain progress in terms of realizing efficiencies through the standardization of offerings, processes, and performance measures. Important managerial implications indicate the need to manage an internal service ecosystem that allows for capability replication, which requires a strong center to leverage learning. © 2019 Elsevier Inc.","Front- and back-office; Internal service ecosystem; Service capability development; Servitization",,Article,"Final","",Scopus,2-s2.0-85066272515
"Hammershøj L.G.","35090270000;","The new division of labor between human and machine and its educational implications",2019,"Technology in Society","59",,"101142","","",,16,"10.1016/j.techsoc.2019.05.006","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85065625351&doi=10.1016%2fj.techsoc.2019.05.006&partnerID=40&md5=fcd37d2cee82626dcf34aa93e4ad7873","Danish, School of Education (DPU), Aarhus University, Campus Emdrup (Copenhagen), Office D248 Tuborgvej 164, Copenhagen, NV  2400, Denmark","Hammershøj, L.G., Danish, School of Education (DPU), Aarhus University, Campus Emdrup (Copenhagen), Office D248 Tuborgvej 164, Copenhagen, NV  2400, Denmark","The aim of the article is to clarify the future division of labor between human and machine and its educational implications. Recent studies on future employment discuss whether growth in computer power and advances in artificial intelligence enable the automation of non-routine tasks, including tasks that require creativity and innovation, which are among the most unique human capacities. However, this discussion generally lacks research-based concepts of creativity and innovation. In order to clarify the discussion on the division of labor, relevant theories of creativity and innovation are introduced. The inquiry shows that creativity and innovation consist in making new connections between domains or practices. While computers and robotics are capable of operating only within specific domains, in which rules apply or data are available, creativity and innovation operate beyond the boundaries of such domains and must be guided by emotions and driven by moods. This suggests that computers and robotics make rapid change possible, but cannot solve the task of creating change themselves. The educational implications are that it is vital to cultivate the unique human capacities of sensing, understanding, handling and creating change, and to teach students and employees to collaborate with computers and robotics. © 2019 Elsevier Ltd","Creativity; Digitalization; Division of labor; Educational implications; Innovation","Education; Computer power; Creativity; Digitalization; Division of labor; Educational implications; Robotics; artificial intelligence; educational development; employment; future prospect; labor division; machinery; robotics",Article,"Final","",Scopus,2-s2.0-85065625351
"Mohammed A., Harris I., Govindan K.","57188990363;35177581800;54986334000;","A hybrid MCDM-FMOO approach for sustainable supplier selection and order allocation",2019,"International Journal of Production Economics","217",,,"171","184",,99,"10.1016/j.ijpe.2019.02.003","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85065609782&doi=10.1016%2fj.ijpe.2019.02.003&partnerID=40&md5=dc614cfd9449bd339871ee1b42d32da6","Faculty of Transport & Logistics, Muscat University, Building 142, Al Ghubra North, Muscat, Oman; Nineveh Telecommunication Directorate, Iraqi Ministry of Communications, Mosul, Iraq; Business School, Cardiff University, Aberconway Building, Colum Dr, Cardiff, CF10 3EU, United Kingdom; Center for Sustainable Supply Chain Engineering, Department of Technology and Innovation, University of Southern Denmark, Denmark","Mohammed, A., Faculty of Transport & Logistics, Muscat University, Building 142, Al Ghubra North, Muscat, Oman, Nineveh Telecommunication Directorate, Iraqi Ministry of Communications, Mosul, Iraq; Harris, I., Business School, Cardiff University, Aberconway Building, Colum Dr, Cardiff, CF10 3EU, United Kingdom; Govindan, K., Center for Sustainable Supply Chain Engineering, Department of Technology and Innovation, University of Southern Denmark, Denmark","The growing interest in sustainability increases the challenges for decision makers in selecting the sustainable suppliers in which consider economic, environmental and social aspects. Particularly, decision makers are being increasingly motivated to improve their supply chain activities in coping efficiently with the objectives of sustainable development. Where the era of sustainability threatens the current supply chain partners to either cope with the new regulations of sustainability or leave the field for new players. Notwithstanding, most of the recent studies considered economic and green criteria in handling sustainable supplier selection and order allocation (SSS/OA) problems overlooking the social criteria which represents the third pillar of sustainability. This work aims at putting forward a hybrid Multi Criteria Decision-Making (MCDM)-Fuzzy Multi-Objective Optimization (FMOO) approach for a sustainable supplier selection and order allocation problem by considering economic, environmental and social criteria. Thus, an integrated Fuzzy AHP-Fuzzy TOPSIS is proposed to assess and rank suppliers according to three sets of criteria (i.e. conventional, green and social). A Multi-Objective Optimization Model (MOOM) is developed for choosing suppliers and allocating the optimal order quantities. To cope with the multiple uncertainties in the input data, the MOOM is reformulated into a Fuzzy Multi-Objective Optimization Model. The ε-constraint and LP-metrics approaches are used to reveal two sets of Pareto solutions based on the developed FMOOmodel. Finally, TOPSIS is applied to select the final Pareto solution that is closest to the ideal solution and furthest from the nadir solution. The effectiveness and the applicability of the developed hybrid MCDM-FMOO approach is demonstrated through a case study. © 2019 Elsevier B.V.","Fuzzy sets; Multi criteria decision-making; Multi-objective optimization; Supplier selection and order allocation; Sustainability","Decision making; Fuzzy sets; Multiobjective optimization; Social aspects; Supply chains; Current supplies; Ideal solutions; Multi criteria decision making; Multi-objective optimization models; Optimal order quantity; Order allocation; Pareto solution; Sustainable supplier selections; Sustainable development",Article,"Final","",Scopus,2-s2.0-85065609782
"Rakas M., Hain D.S.","57208641714;56436208900;","The state of innovation system research: What happens beneath the surface?",2019,"Research Policy","48","9","103787","","",,31,"10.1016/j.respol.2019.04.011","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85065422060&doi=10.1016%2fj.respol.2019.04.011&partnerID=40&md5=2934022a7278574a0a50af6fdebb42e0","Aalborg University, Department of Business and Management, IKE/DRUID, Denmark","Rakas, M., Aalborg University, Department of Business and Management, IKE/DRUID, Denmark; Hain, D.S., Aalborg University, Department of Business and Management, IKE/DRUID, Denmark","Since its emergence in the 1980s, the concept of “Innovation Systems” (IS) has inspired research and shaped discussions in academia and policy alike, leading to a cascading development of approaches and extensions at various analytic levels. IS research has expanded far beyond its initial focus by generating new knowledge within but also attracting increased attention from adjacent fields. As a result, the broad understanding of IS and its diversity in applications has resulted in blurry boundaries of the field, making its contemporary delineation, synthesis, and assessment of its progress challenging. Using a combination of data-driven techniques from bibliometrics, natural language processing, and network analysis, this paper maps and analyzes the structure of knowledge production and the process of knowledge integration in current research. We find an overall growing tendency toward increasing diversity in the knowledge bases from which the field draws, accompanied by a decreasing coherence of collective research efforts. We point to the crucial role of institutions and academic entrepreneurs in shaping these developments in interdisciplinary and diverse fields, illustrating this by the role of the Organisation for Economic Co-operation and Development (OECD). © 2019 Elsevier B.V.","Bibliometrics; Coherence; Diversity; Innovation systems; Knowledge bases; Networks","Coherent light; International cooperation; Networks (circuits); Bibliometrics; Diversity; Innovation system; Knowledge basis; Knowledge integration; NAtural language processing; Organisation for economic co-operation and development; Structure of knowledge; Natural language processing systems",Article,"Final","",Scopus,2-s2.0-85065422060
"Budtz-Jørgensen J., Johnsen C.G., Sørensen B.M.","57206777911;56092443800;24077509300;","Against boundarylessness: The liminal career of the flexible employee",2019,"Organization","26","6",,"917","935",,12,"10.1177/1350508418821005","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85061991248&doi=10.1177%2f1350508418821005&partnerID=40&md5=c3d13f47918c8e87cc19d45d9e705c8c","Copenhagen Business School, Denmark","Budtz-Jørgensen, J., Copenhagen Business School, Denmark; Johnsen, C.G., Copenhagen Business School, Denmark; Sørensen, B.M., Copenhagen Business School, Denmark","This article extends the critique of the boundaryless career concept by focusing on how organizational members may experience boundaries as ambiguous within contemporary career development in organizations. As an alternative to the concept of the boundaryless career, we introduce that of the liminal career. We consider a liminal career as occurring when the normal career path within an organization becomes a state of ‘betwixt and between’, wherein distinctions between social domains and work roles become diffuse, indeterminate and difficult to comprehend. We engage with this concept in relation to three boundaries that remain central within career development: organizational boundaries establishing a distinction between that which is internal and external to the organization, hierarchical boundaries separating employees and managers, and functional boundaries demarcating different work domains. Using a case that illustrates how employees experience ambiguous organizational, hierarchical and functional boundaries, we argue that the concept of the liminal career captures the essence of situations in which there is a lack of clear categories, trajectories and schemes from which to structure career paths in organizations. © The Author(s) 2019.","Ambiguity; boundaryless career; career development; flexibility; liminal career; liminality",,Article,"Final","",Scopus,2-s2.0-85061991248
"Wiener M., Boer H.","57193133313;7006203883;","Cultural prerequisites for participating in open foresight",2019,"R and D Management","49","5",,"703","715",,5,"10.1111/radm.12363","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85061942084&doi=10.1111%2fradm.12363&partnerID=40&md5=f91292ea2c00349107eedf8133f2b6e8","Institute for Integrated Quality Design, Johannes Kepler University, Science Park 3, Room 514, Linz, 4040, Austria; Center for Industrial Production, Aalborg University, Fibigerstræde 16, Room 2.101, Alborg, 9220, Denmark; Department of Logistics and Supply Chain Management, Corvinus University of Budapest, Fővám tér 8, Budapest, 1093, Hungary","Wiener, M., Institute for Integrated Quality Design, Johannes Kepler University, Science Park 3, Room 514, Linz, 4040, Austria; Boer, H., Center for Industrial Production, Aalborg University, Fibigerstræde 16, Room 2.101, Alborg, 9220, Denmark, Department of Logistics and Supply Chain Management, Corvinus University of Budapest, Fővám tér 8, Budapest, 1093, Hungary","Companies are increasingly interested in participating in open foresight. However, little is known about the conditions supporting them to open up successfully in open foresight. This research takes a culture perspective on this issue. The leading assumption is that companies with an open culture are more likely to engage in collaboration than companies with a culture inhibiting openness. We use the Competing Values Framework to measure corporate culture, and collaboration breadth and depth to measure openness to external collaboration. Drawing on a sample of 168 Austrian companies, the research confirms that culture plays an important role in creating an environment supportive of open foresight, albeit in a somewhat surprising way: the internally oriented clan culture appears to support openness, while the externally oriented market culture does not support it. Possible explanations for this finding are put forward as directions for further research. The findings should help companies to predict whether they have the cultural conditions in place to embark on an open foresight journey successfully. © 2019 The Authors R&D Management published by RADMA and John Wiley & Sons Ltd",,,Article,"Final","",Scopus,2-s2.0-85061942084
"Kamari A., Jensen S.R., Corrao R., Kirkegaard P.H.","57200725524;57208391201;54957315600;7007140845;","A holistic multi-methodology for sustainable renovation",2019,"International Journal of Strategic Property Management","23","1",,"50","64",,28,"10.3846/ijspm.2019.6375","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85061847681&doi=10.3846%2fijspm.2019.6375&partnerID=40&md5=b96083a48961332b21d08e2404c10dcb","Department of Engineering, Aarhus University, Aarhus, Denmark; Department of Architecture, University of Palermo, Palermo, Italy","Kamari, A., Department of Engineering, Aarhus University, Aarhus, Denmark, Department of Architecture, University of Palermo, Palermo, Italy; Jensen, S.R., Department of Engineering, Aarhus University, Aarhus, Denmark; Corrao, R., Department of Architecture, University of Palermo, Palermo, Italy; Kirkegaard, P.H., Department of Engineering, Aarhus University, Aarhus, Denmark","A review of the barriers for building renovation has revealed a lack of methodologies, which can promote sustainability objectives and assist various stakeholders during the design stage of building renovation/retrofitting projects. The purpose of this paper is to develop a Holistic Multi-methodology for Sustainable Renovation, which aims to deal with complexity of renovation projects. It provides a framework through which to involve the different stakeholders in the design process to improve group learning and group decision-making, and hence make the building renovation design process more robust and efficient. Therefore, the paper discusses the essence of multifaceted barriers in building renovation regarding cultural changes and technological/physical changes. The outcome is a proposal for a multi-methodology framework, which is developed by introducing, evaluating and mixing methods from Soft Systems Methodologies (SSM) with Multiple Criteria Decision Making (MCDM). The potential of applying the proposed methodology in renovation projects is demonstrated through a case study. © 2019 The Author(s).","Multi-methodology; Multiple criteria decision making (MCDM); Problem structuring; Soft systems methodologies (SSM); Sustainable building renovation",,Article,"Final","",Scopus,2-s2.0-85061847681
"Blagoev B., Costas J., Kärreman D.","57209435006;26040601000;7801381628;","‘We are all herd animals’: Community and organizationality in coworking spaces",2019,"Organization","26","6",,"894","916",,42,"10.1177/1350508418821008","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85061204358&doi=10.1177%2f1350508418821008&partnerID=40&md5=296a324dc903211e54510678d35429e7","Leuphana University of Lüneburg, Germany; European University Viadrina Frankfurt (Oder), Germany; Copenhagen Business School, Denmark; Royal Holloway University of London, United Kingdom","Blagoev, B., Leuphana University of Lüneburg, Germany; Costas, J., European University Viadrina Frankfurt (Oder), Germany; Kärreman, D., Copenhagen Business School, Denmark, Royal Holloway University of London, United Kingdom","This article develops an understanding of coworking spaces as organizational phenomena. Based on an ethnography of betahaus in Berlin, we demonstrate how coworking spaces not only provide a sense of community but also pattern the work activities of their members. We theorize this finding by drawing on the emergent literature on organizationality. Our contribution is twofold. First, we challenge current understandings of coworking spaces as neutral containers for independent work. Instead, we show how coworking incorporates the disposition of becoming organizational. That is, coworking spaces can frame and organize work and may even provide a basis for collective action. Second, we add to research on organizing outside traditional organizations by drawing attention to the complex and shifting interplay of formal and informal relationships in such settings. In doing so, we inform current debates about new forms of organization and organizing. © The Author(s) 2019.","Coworking; formality; informality; organizationality; partial organization",,Article,"Final","",Scopus,2-s2.0-85061204358
"Lundtofte F., Nielsen C.Y.","24544642900;57205675651;","The effect of stricter capital regulation on banks’ risk-taking: Theory and evidence",2019,"European Financial Management","25","5",,"1229","1248",,6,"10.1111/eufm.12205","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85061050025&doi=10.1111%2feufm.12205&partnerID=40&md5=b6c8c25fc355e837be0791c8416038cc","Department of Economics and Knut Wicksell Centre for Financial Studies, Lund University, Lund, Sweden; Center for Corporate Governance, Department of Accounting, Copenhagen Business School, Frederiksberg, Denmark","Lundtofte, F., Department of Economics and Knut Wicksell Centre for Financial Studies, Lund University, Lund, Sweden; Nielsen, C.Y., Center for Corporate Governance, Department of Accounting, Copenhagen Business School, Frederiksberg, Denmark","A simple portfolio choice model shows that, when a bank's capital is constrained by regulation, regulatory cost (risk weightings) alters the risk and value calculations for the bank's assets. In particular, we find that banks may respond to stricter regulation by increasing the share of high-risk assets. Our empirical results show that US banks responded to the implementation of the stricter Basel II regulations by increasing the share of high-risk assets in the risky part of their portfolios. © 2018 John Wiley & Sons, Ltd.","Asset risk; Banks; credit risk; portfolio choice; risk-based capital regulation G11",,Article,"Final","",Scopus,2-s2.0-85061050025
"Sebald A., Vikander N.","31767648600;55635341900;","Optimal firm behavior with consumer social image concerns and asymmetric information",2019,"Journal of Economic Behavior and Organization","167",,,"311","330",,3,"10.1016/j.jebo.2018.12.004","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85059198353&doi=10.1016%2fj.jebo.2018.12.004&partnerID=40&md5=099b9897fdf04c5b905c70b7247c54bd","Department of Economics, University of Copenhagen, Øster Farimagsgade 5, Building 26, København K, DK - 1353, Denmark","Sebald, A., Department of Economics, University of Copenhagen, Øster Farimagsgade 5, Building 26, København K, DK - 1353, Denmark; Vikander, N., Department of Economics, University of Copenhagen, Øster Farimagsgade 5, Building 26, København K, DK - 1353, Denmark","This paper explores how consumers’ belief-dependent social image concerns can affect firm strategic choices in a product market setting. We consider a theoretical framework with incomplete information where a profit-maximizing monopolist sets a price for its product, taking into account that consumers care about the belief that others hold about the product's popularity. Throughout our analysis, we highlight the close connection between our dynamic psychological game and the literature on network effects. We show in particular that belief-dependent social image concerns generate equilibrium price distortions that do not arise in a network effect setting, and we explore the implications for consumer demand and firm profits. © 2018 Elsevier B.V.","Consumer search; Optimal firm behavior; Social image",,Article,"Final","",Scopus,2-s2.0-85059198353
"Lopdrup-Hjorth T., Roelsgaard Obling A.","56520328600;57199834009;","Monstrous rebirth: Re-instating the ethos of bureaucracy in public organization",2019,"Organization","26","6",,"830","852",,6,"10.1177/1350508418812583","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85058996985&doi=10.1177%2f1350508418812583&partnerID=40&md5=eb673fa982a76d752a0957a9cc7b0508","Copenhagen Business School, Denmark","Lopdrup-Hjorth, T., Copenhagen Business School, Denmark; Roelsgaard Obling, A., Copenhagen Business School, Denmark","This article explores the complexities encountered in attempts to strengthen the ethos of bureaucracy in public organization. It does so by stressing the ethical and organizational conflicts generated in the aspiration to revive this ethos. Empirically, this exploration is done by examining a code introduced in the Danish state-bureaucracy in the aftermath of a number of political-administrative scandals. We show how the ethos of bureaucracy on the one hand has been repressed and displaced and, on the other hand, in light of the scandals, now reappears as something indispensable. At the same time, the article exposes how the revitalization attempt encounters considerable obstacles. By situating the code in relation to changing bureaucratic structures, semantic ideals, and civil servants’ reflections, we show how the revived ethos takes on monstrous proportions. Despite this transfiguration, we argue that the failed attempt at revitalization is no cause to dispense with the ethos of bureaucracy. The article is distinctive in how it bridges hitherto uncoupled streams of literature that are mobilized in the investigation of a critical case. In so doing, it adds to these literatures and seeks to revive critical organizational theorizing in light of current neo-liberal and populist sources of power. © The Author(s) 2018.","Bureaucracy; codes; ethics; ethos of office; neo-bureaucracy; organization; organization theory",,Article,"Final","",Scopus,2-s2.0-85058996985
"Levesque M., Choi Y.R., Hsuan J.","7102530743;56090930900;7004002826;","Growth Through Franchises in Knowledge-Intensive Industries: Interplay of Routine Program and Expansion Mode",2019,"IEEE Transactions on Engineering Management","66","4","8429107","496","513",,4,"10.1109/TEM.2018.2858550","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85051386982&doi=10.1109%2fTEM.2018.2858550&partnerID=40&md5=d6e79035ecf3c7a9b819f3196f74eb61","Schulich School of Business, York University, Toronto, ON  M3J1P3, Canada; Graduate School of Technology and Innovation Management, School of Business Administration, Ulsan National Institute of Science and Technology, Ulsan, 44919, South Korea; Department of Operations Management, Copenhagen Business School, Frederiksberg, DK-2000, Denmark","Levesque, M., Schulich School of Business, York University, Toronto, ON  M3J1P3, Canada; Choi, Y.R., Graduate School of Technology and Innovation Management, School of Business Administration, Ulsan National Institute of Science and Technology, Ulsan, 44919, South Korea; Hsuan, J., Department of Operations Management, Copenhagen Business School, Frederiksberg, DK-2000, Denmark","Thanks to technological developments produced by scientists and engineers, franchising has grown to become a business model of choice for firm expansion in knowledge-intensive industries. We propose a formal model to explore to what degree franchisors should adapt their business practices or routines to successfully expand their franchises in newly targeted markets. By simultaneously considering the franchise's need to adapt locally in a new market and the level of business routine tacitness at the time of expansion, we integrate previously separate agency cost logics into one model. We offer refinements to the belief that expanding through a franchisee is the best when the business routines need adaptation, but expanding through a company-owned unit is best when these routines can be replicated. © 2018 IEEE.","Agency problems; franchise expansion; franchising; routine adaptation; routine replication; utility maximization","Commerce; Industry; Adaptation models; Agency problems; Dynamic scheduling; Face; franchising; routine adaptation; routine replication; Technological innovation; Utility maximizations; Expansion",Article,"Final","",Scopus,2-s2.0-85051386982
"Bruskin S.","57202444502;","A drifting phenomenon: organizational change failure in a becoming view",2019,"Journal of Organizational Change Management","32","6",,"605","620",,1,"10.1108/JOCM-11-2018-0310","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85074240064&doi=10.1108%2fJOCM-11-2018-0310&partnerID=40&md5=7e993f4d8dc26cf8747b1497fdfc90f5","Department of Organization, Copenhagen Business School, Frederiksberg, Denmark","Bruskin, S., Department of Organization, Copenhagen Business School, Frederiksberg, Denmark","Purpose: The purpose of this paper is to study the phenomenon of organizational change failure through an emic approach. Grounded in empirical examples, the paper unfolds why the phenomenon seems to be missing from the literature of the becoming view (e.g. Tsoukas and Chia, 2002). Design/methodology/approach: Inspired by the methodological strategy of “studying through,” organizational changes are followed through space and time within the setting of a Nordic bank, from where the empirical data have been collected via longitudinal study. The empirical data are generated through a combination of methods: shadowing, interviews, in situ observations and desk research in order to capture the ever-changing phenomenon of organizational change. Findings: The paper finds that organizational changes drift away, either by slipping into the everyday practices of the organization, or by drifting away in time when history is reinterpreted. The paper concludes that organizational change failures suffer the same fate as organizational changes more generally and drift away in space and time. Originality/value: The paper contributes to the becoming view by illustrating how methodologically an ever-changing phenomenon such as organizational change can be studied. Further, it contributes to the field of organizational change failure by unpacking the fate of organizational change failure when change is natural and slippery in nature. The paper includes reflections on what the consequences might be for praxis. © 2019, Emerald Publishing Limited.","Becoming; Organizational change failure; Slippery; Space; Studying through; Time",,Article,"Final","",Scopus,2-s2.0-85074240064
"Madsen V.T., Johansen W.","57191500291;36613188600;","A spiral of voice? When employees speak up on internal social media",2019,"Journal of Communication Management","23","4",,"331","347",,4,"10.1108/JCOM-03-2019-0050","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85073925076&doi=10.1108%2fJCOM-03-2019-0050&partnerID=40&md5=774d34a74eb5259c29522846aef6f6a8","Department of Culture and Global Studies, Aalborg University, Copenhagen, Denmark; Department of Management, Aarhus University, Aarhus, Denmark","Madsen, V.T., Department of Culture and Global Studies, Aalborg University, Copenhagen, Denmark; Johansen, W., Department of Management, Aarhus University, Aarhus, Denmark","Purpose: The purpose of this paper is to explore the discursive tactics that employees use when they speak up on internal social media (ISM) to gain support for their cause, and how this can develop into a “spiral of voice” when organizational members interact with each other on ISM. Design/methodology/approach: The study is based on screenshots of four months of coworker communication on ISM in a Danish bank and on semi-structured interviews with 24 employees. Findings: Employees succeeded in speaking up and gaining support on ISM by using eight different discursive tactics. These tactics helped move organizational issues from an operational to a strategic level, thus making the issues relevant for management as well as gaining the support of other coworkers. The visibility and persistence of communication on ISM forced managers to react. Research limitations/implications: Further research should investigate whether similar tactics and reactions occur in organizations with a less open communication culture where it might be less safe for employees to speak up. Practical implications: Organizations need to be aware of the dynamics of the “spiral of voice” and of the way in which the visibility and persistence of communication on ISM forces managers to handle organizational issues. Originality/value: This study is the first to explore what happens when employees speak up on ISM and to propose the concept of “a spiral of voice” as an extension of the theory of “the spiral of silence” (Noelle-Neumann, 1974). © 2019, Emerald Publishing Limited.","Employee communication; Internal communication; Internal social media; Organizational communication; Social media",,Article,"Final","",Scopus,2-s2.0-85073925076
