Authors,Author(s) ID,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Affiliations,Authors with affiliations,Abstract,Author Keywords,Index Keywords,Document Type,Publication Stage,Open Access,Source,EID
"Boberg-Fazlic N., Lampe M., Pedersen M.U., Sharp P.","55370404900;25722032700;57221267373;24068134700;","Pandemics and protectionism: evidence from the “Spanish” flu",2021,"Humanities and Social Sciences Communications","8","1","145","","",,1,"10.1057/s41599-021-00833-7","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85108001029&doi=10.1057%2fs41599-021-00833-7&partnerID=40&md5=ee2d468b5745cf6f94382d536074d899","University of Southern Denmark, Odense, Denmark; Vienna University of Economics and Business, Vienna, Austria; CEPR, London, United Kingdom; CAGE, London, United Kingdom","Boberg-Fazlic, N., University of Southern Denmark, Odense, Denmark; Lampe, M., Vienna University of Economics and Business, Vienna, Austria, CEPR, London, United Kingdom; Pedersen, M.U., University of Southern Denmark, Odense, Denmark; Sharp, P., University of Southern Denmark, Odense, Denmark, CEPR, London, United Kingdom, CAGE, London, United Kingdom","The impact of COVID-19 on recent tendencies towards international isolationism has been much speculated on but remains to be seen. We suggest that valuable evidence can be gleaned from the “Spanish” flu of 1918–20. It is well-known that the world fell into a protectionist spiral following the First World War, but scholars have almost exclusively ignored the impact of the pandemic. We employ a difference-in-differences strategy and find that the flu had a significant impact on trade policy, independent of the war. In our preferred specification, a one standard deviation increase in excess deaths during the outbreak implied 0.022 percentage points higher tariffs subsequently, corresponding to an increase of one third of a standard deviation in tariffs. Health policy should aim to avoid the experience of the interwar period and consider the international macroeconomic impact of measures (not) taken. © 2021, The Author(s).",,,Article,"Final","",Scopus,2-s2.0-85108001029
"Cepni O., Dul W., Gupta R., Wohar M.E.","57194427831;57224167651;18037301200;35607651900;","The dynamics of U.S. REITs returns to uncertainty shocks: A proxy SVAR approach",2021,"Research in International Business and Finance","58",,"101433","","",,2,"10.1016/j.ribaf.2021.101433","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85107162044&doi=10.1016%2fj.ribaf.2021.101433&partnerID=40&md5=ab5d46464d2cbfd38191716868755201","Copenhagen Business School, Porcelænshaven 16A, Frederiksberg, DK-2000, Denmark; Central Bank of the Republic of Turkey, Haci Bayram Mah. Istiklal Cad. No: 10 06050, Ankara, Turkey; University of Pretoria0002, South Africa; College of Business Administration, University of Nebraska at Omaha, 6708 Pine Street, Omaha, NE  68182, United States","Cepni, O., Copenhagen Business School, Porcelænshaven 16A, Frederiksberg, DK-2000, Denmark, Central Bank of the Republic of Turkey, Haci Bayram Mah. Istiklal Cad. No: 10 06050, Ankara, Turkey; Dul, W., University of Pretoria0002, South Africa; Gupta, R., University of Pretoria0002, South Africa; Wohar, M.E., College of Business Administration, University of Nebraska at Omaha, 6708 Pine Street, Omaha, NE  68182, United States","This paper investigates the impact of uncertainty shocks on REITs returns over a monthly period from 1972:01 to 2015:12, and sub-samples from 1972:01 to 2009:06, and 2009:07 to 2015:12, to accommodate for the possible effects of the Global Financial Crisis (GFC) and unconventional monetary policy decisions. We use the recently-proposed variations in the price of gold, around events associated with unexpected changes in uncertainty as an instrument to identify uncertainty shocks in a proxy Structural Vector Autoregressive (SVAR) model. Moreover, to control for news-related effects associated with these events, uncertainty and news shocks are jointly identified based on a set-identified proxy SVAR, as recently suggested in the VAR literature. Our results show that the uncertainty shock generates a larger negative impact on REITs returns over the post-GFC period to the extent that it also outweighs the impact of the otherwise dominant news (productivity) shocks. In addition, the impulse response dynamics related to the recursively identified uncertainty shock, as is standard in the literature, resembles the effects of a news shock, and somewhat contrary to intuition suggests that the impact of the uncertainty shock on REITs returns were higher during the pre-GFC era. © 2021 Elsevier B.V.","Monetary policy regimes; Proxy SVAR model; U.S. REITs; Uncertainty",,Article,"Final","",Scopus,2-s2.0-85107162044
"Rodon Modol J., Eaton B.","16426477300;36184910400;","Digital infrastructure evolution as generative entrenchment: The formation of a core–periphery structure",2021,"Journal of Information Technology","36","4",,"342","364",,,"10.1177/02683962211013362","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85107149790&doi=10.1177%2f02683962211013362&partnerID=40&md5=8b72017f4b5aa3128c155b35f741d583","Ramon Llull University, Spain; Copenhagen Business School, Denmark; Høyskolen Kristiania, Norway","Rodon Modol, J., Ramon Llull University, Spain; Eaton, B., Copenhagen Business School, Denmark, Høyskolen Kristiania, Norway","This article empirically investigates the process by which a digital infrastructure evolved and took the architectural form of a digital platform as a core–periphery structure over a 20-year period. Our study pays special attention to the developmental dependencies of the components of the infrastructure’s installed base and how the interdependencies between the platform core and periphery evolve over time. We use the notion of ‘generative entrenchment’ to provide an account of the formation and unfolding of a core–periphery structure from an evolving digital infrastructure that highlights three aspects of the process. First, the process of architectural evolution that our study depicts comprises three phases showing a gradual reversal of the entrenchment relationship of the platform core and periphery: (1) entrenchment of the periphery, (2) mutual entrenchment of the core and periphery, and (3) entrenchment of the core. Second, we show how the generatively entrenched infrastructure’s installed base shaped the decisions and choices regarding the initial platform core. Third, we identify three architectural practices (creating redundancy in the core, augmenting the core with novelty, and reducing the heterogeneity of an entrenched peripheral component and later integrating it into the core) that weakened the entrenchment of the peripheral components, amplified the role of the core, and consolidated the core–periphery structure. © Association for Information Technology Trust 2021.","architecture; core–periphery structure; Digital infrastructure; digital platform; evolution; generative entrenchment; installed base","Architectural evolution; Digital infrastructures; Digital platforms; Peripheral components; Three phasis; Architecture",Article,"Final","",Scopus,2-s2.0-85107149790
"Stang Våland M., Svejenova S., Clausen R.T.J.","44462126100;9337009800;57201337969;","Renewing creative work for business innovation: Architectural practice in the trading zone",2021,"European Management Review","18","4",,"389","403",,1,"10.1111/emre.12464","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85106634665&doi=10.1111%2femre.12464&partnerID=40&md5=61b7b05db309919c5d6deae27ac29bc4","Department of Organization, Copenhagen Business School, Frederiksberg, DK, Denmark; Centre for Creative Industries and Professions, VIA University College, Herning, DK, Denmark","Stang Våland, M., Department of Organization, Copenhagen Business School, Frederiksberg, DK, Denmark; Svejenova, S., Department of Organization, Copenhagen Business School, Frederiksberg, DK, Denmark; Clausen, R.T.J., Centre for Creative Industries and Professions, VIA University College, Herning, DK, Denmark","How do organizations in creative industries renew creative work for business innovation? What challenges do they experience in the process? Drawing on an eight-month ethnography in an architectural practice, this article suggests that renewal of creative work takes place in two main trading zones: a creative business trading zone of managers and architects trading with the conception of architectural practice as a business, and a creative process trading zone of architects and process facilitators trading with the process of architectural design. We show how resolving challenges within and moving across trading zones enables managers and architects to renew the architectural design process and establish renewal as a business innovation. The study advances the understanding of innovation in creative industries by proposing trading zones as arenas for negotiating art-business tensions and ‘tools’ for renewing creative work, to make way for business innovation while preserving the autonomy of the creative professionals. © 2021 European Academy of Management.","architectural design; creative work; cross-boundary collaboration; innovation; managing in creative industries; trading zone",,Conference Paper,"Final","",Scopus,2-s2.0-85106634665
"Lehrer C., Eseryel U.Y., Rieder A., Jung R.","36185893300;12784575400;57217048467;36799710600;","Behavior change through wearables: the interplay between self-leadership and IT-based leadership",2021,"Electronic Markets","31","4",,"747","764",,2,"10.1007/s12525-021-00474-3","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85106421333&doi=10.1007%2fs12525-021-00474-3&partnerID=40&md5=60a3d56d6f9c2b7f690329b8de52087d","Department of Digitalization, Copenhagen Business School, Howitzvej 60, Frederiksberg, 2000, Denmark; Department of Management Information Systems, East Carolina University, Greenville, NC, United States; Institute of Information Management, University of St. Gallen, Müller-Friedberg-Strasse 8, 9000, St.Gallen, Switzerland","Lehrer, C., Department of Digitalization, Copenhagen Business School, Howitzvej 60, Frederiksberg, 2000, Denmark; Eseryel, U.Y., Department of Management Information Systems, East Carolina University, Greenville, NC, United States; Rieder, A., Institute of Information Management, University of St. Gallen, Müller-Friedberg-Strasse 8, 9000, St.Gallen, Switzerland; Jung, R., Institute of Information Management, University of St. Gallen, Müller-Friedberg-Strasse 8, 9000, St.Gallen, Switzerland","Physical inactivity is a global public health problem that poses health risks to individuals and imposes financial burdens on already strained healthcare systems. Wearables that promote regular physical activity and a healthy diet bear great potential to meet these challenges and are increasingly integrated into the healthcare system. However, extant research shows ambivalent results regarding the effectiveness of wearables in improving users’ health behavior. Specifically important is understanding users’ systematic behavior change through wearables. Constructive digitalization of the healthcare system requires a deeper understanding of why some users change their behavior and others do not. Based on self-leadership theory and our analysis of narrative interviews with 50 long-term wearable users, we identify four wearable use patterns that bring about different behavioral outcomes: following, ignoring, combining, and self-leading. Our study contributes to self-leadership theory and research on individual health information systems and has practical implications for wearable and healthcare providers. © 2021, The Author(s).","Behavior change; Health; Health information systems; Self-leadership; Technology-based leadership; Wearable",,Article,"Final","",Scopus,2-s2.0-85106421333
"Schramm H.-J., Munim Z.H.","51764692600;57193992525;","Container freight rate forecasting with improved accuracy by integrating soft facts from practitioners",2021,"Research in Transportation Business and Management","41",,"100662","","",,5,"10.1016/j.rtbm.2021.100662","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85106314647&doi=10.1016%2fj.rtbm.2021.100662&partnerID=40&md5=00b9daf01d335f1b2d693b4ae390c6f8","Institute for Transport and Logistics Management, Vienna University of Economics and Business, Vienna, Austria; Department of Operations Management, Copenhagen Business School, Copenhagen, Denmark; Faculty of Technology, Natural and Maritime Sciences, University of South-Eastern Norway, Campus Vestfold, Horten, Norway","Schramm, H.-J., Institute for Transport and Logistics Management, Vienna University of Economics and Business, Vienna, Austria, Department of Operations Management, Copenhagen Business School, Copenhagen, Denmark; Munim, Z.H., Faculty of Technology, Natural and Maritime Sciences, University of South-Eastern Norway, Campus Vestfold, Horten, Norway","This study presents a novel approach to forecast freight rates in container shipping by integrating soft facts in the form of measures originating from surveys among practitioners asked about their sentiment, confidence or perception about present and future market development. As a base case, an autoregressive integrated moving average (ARIMA) model was used and compared the results with multivariate modelling frameworks that could integrate exogenous variables, that is, ARIMAX and Vector Autoregressive (VAR). We find that incorporating the Logistics Confidence Index (LCI) provided by Transport Intelligence into the ARIMAX model improves forecast performance greatly. Hence, a sampling of sentiments, perceptions and/or confidence from a panel of practitioners active in the maritime shipping market contributes to an improved predictive power, even when compared to models that integrate hard facts in the sense of factual data collected by official statistical sources. While investigating the Far East to Northern Europe trade route only, we believe that the proposed approach of integrating such judgements by practitioners can improve forecast performance for other trade routes and shipping markets, too, and probably allows detection of market changes and/or economic development notably earlier than factual data available at that time. © 2021 The Authors","Confidence; Container shipping; Forecasting; Freight rate; Perception; Sentiment",,Article,"Final","",Scopus,2-s2.0-85106314647
"Ashbee E.","6506146639;","First mover advantage: the United Kingdom and the Asian Infrastructure Investment Bank",2021,"Asia Europe Journal","19","4",,"411","425",,,"10.1007/s10308-021-00595-6","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85105938019&doi=10.1007%2fs10308-021-00595-6&partnerID=40&md5=4301c3378ec8f91355152777978cc604","Department of International Economics, Government and Business, Copenhagen Business School, Porcelænshaven 24, Frederiksberg, 2000, Denmark","Ashbee, E., Department of International Economics, Government and Business, Copenhagen Business School, Porcelænshaven 24, Frederiksberg, 2000, Denmark","In March 2015, the UK applied to become a founder member of the Chinese-led Asian Infrastructure Investment Bank (AIIB) despite objections from the Foreign Office and Washington, DC, and ahead of other major western countries although they were to follow quickly. What explains the British decision? The paper argues that the underlying long-run reasons included shifting perceptions of American and Chinese power, economic imperatives, the institutional opportunities offered to pursue “venue-shopping” strategies within the British state, and widespread ambivalence about UK policy towards China. Furthermore, although analyses often eschew “snapshot” perspectives, short-run perceptions that the UK could, by joining the AIIB at that point, gain a first mover advantage that would provide greater access to Chinese markets, secure contracts across Asia for British firms, and enable the City of London to win an even greater share of the offshore renminbi trade proved decisive. © 2021, The Author(s), under exclusive licence to Springer-Verlag GmbH Germany, part of Springer Nature.","China; Development finance; First mover advantage; Infrastructure; United Kingdom",,Article,"Final","",Scopus,2-s2.0-85105938019
"Hennart J.-F., Majocchi A., Hagen B.","7003448343;16319348100;37123791300;","What’s so special about born globals, their entrepreneurs or their business model?",2021,"Journal of International Business Studies","52","9",,"1665","1694",,11,"10.1057/s41267-021-00427-0","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85105791970&doi=10.1057%2fs41267-021-00427-0&partnerID=40&md5=4c1d5b86fd37d50e30f2ede405e19df8","Department of Management, Tilburg University, Heuvelstraat 14, Alphen, 5131AP, Netherlands; Politecnico di Milano, Milan, Italy; Aalborg University, Aalborg, Denmark; Dipartimento di impresa e management, LUISS Guido Carli University, Viale Romania, 32, Rome, 00197, Italy; Dipartimento di scienze economiche e aziendali, Università di Pavia, Via S. Felice, 7, Pavia, 27100, Italy","Hennart, J.-F., Department of Management, Tilburg University, Heuvelstraat 14, Alphen, 5131AP, Netherlands, Politecnico di Milano, Milan, Italy, Aalborg University, Aalborg, Denmark; Majocchi, A., Dipartimento di impresa e management, LUISS Guido Carli University, Viale Romania, 32, Rome, 00197, Italy; Hagen, B., Dipartimento di scienze economiche e aziendali, Università di Pavia, Via S. Felice, 7, Pavia, 27100, Italy","There is near unanimity among international business scholars that it takes more time to expand internationally than domestically. Hence, this is why some are puzzled by born globals (BGs), firms that make large foreign sales at birth or shortly afterwards. Explanations given for this “anomaly” are that BGs have exceptional resources—advanced technologies and a high international orientation on the part of their entrepreneurs, and that they rely on cheaper internationalization strategies like the Internet and networks. What is almost completely overlooked is the role of the BG’s business model (BM). We analyze the time it took for a sample of Italian SMEs to reach BG status (25% foreign over total sales) within a three-year time span. Entering both international entrepreneurship (IE) and BM variables, we find that, among the IE variables, a firm’s technological intensity, the number of years their founders studied abroad and their foreign language fluency, as well as their use of domestic networks, are statistically insignificant. Variables measuring a firm’s focus on a niche BM, on the other hand, are statistically significant, along with the international work experience of the founders, with the niche BM explaining a higher level of variance with greater accuracy. © 2021, The Author(s).","born globals; business models; internalization theory; international entrepreneurship; survival analysis; Uppsala model",,Article,"Final","",Scopus,2-s2.0-85105791970
"Bohas A., Morley M.J., Kinra A.","15050184000;7006568365;24466528100;","Perlmutter revisited: Revealing the anomic mindset",2021,"Journal of International Business Studies","52","9",,"1695","1723",,2,"10.1057/s41267-021-00419-0","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85105177818&doi=10.1057%2fs41267-021-00419-0&partnerID=40&md5=f5daaa259616af45f59710677d6be811","ESSCA School of Management, 1 rue Joseph Lakanal, Angers, 49000, France; CERGAM, Aix-Marseille Université, Aix-en-Provence, France; Kemmy Business School, University of Limerick, Limerick, V94 T9PX, Ireland; Bremen University, BIBA Gebäude, Raum 1060, Hochschulring 20, Bremen, 28359, Germany; Copenhagen Business School, Frederiksberg, Denmark","Bohas, A., ESSCA School of Management, 1 rue Joseph Lakanal, Angers, 49000, France, CERGAM, Aix-Marseille Université, Aix-en-Provence, France; Morley, M.J., Kemmy Business School, University of Limerick, Limerick, V94 T9PX, Ireland; Kinra, A., Bremen University, BIBA Gebäude, Raum 1060, Hochschulring 20, Bremen, 28359, Germany, Copenhagen Business School, Frederiksberg, Denmark","The assortment of issues that arise in situations where there is a divergence between managers’ prevailing mindsets and the demands of their complex operating environment have yet to be fully revealed. Engaging critically with Perlmutter’s framework and the broader global mindset literature, and drawing on insights curated from a 2-year field study, we reveal the existence of the anomic mindset among a cohort of international managers. We conceptualize this mindset as a stock of knowledge, cognitive and psychological attributes that results in these managers returning to and entrenching themselves in an outdated, most probably idealized, world view of business in opposition to a changing socio-economic context. Its presence sees them resisting rather than adapting to the globalization that surrounds them, and leads them to engage in detours from the pathway toward the development of a global mindset. Unlike the ethnocentric mindset which describes ex ante managerial thinking in organizations moving toward internationalization, the anomic mindset results from the ex post responses of managers following a protracted period of involvement in international business. Its existence opens up a significant debate on progress in, and the prospects for, globalization and the development of global mindsets, along with their preservation in the face of this persistent anomie. © 2021, Academy of International Business.","abduction; anomic mindset; ethnocentric; ethnography; global leadership; global mindset; globalization; managerial cognition",,Article,"Final","",Scopus,2-s2.0-85105177818
"Moffett M.W., Garnier S., Eisenhardt K.M., Furr N.R., Warglien M., Sartoris C., Ocasio W., Knudsen T., Bach L.A., Offenberg J.","7003898214;13006090300;6701924601;36659305300;6602514883;57221856360;6603423569;35579799700;7006699741;7003451493;","Correction to: Ant colonies: building complex organizations with minuscule brains and no leaders (Journal of Organization Design, (2021), 10, 1, (55-74), 10.1007/s41469-021-00093-4)",2021,"Journal of Organization Design","10","3-4",,"141","142",,,"10.1007/s41469-021-00096-1","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85103431889&doi=10.1007%2fs41469-021-00096-1&partnerID=40&md5=4e422856f30c8fdb00b8c12a1b04fe94","Department of Entomology, National Museum of Natural History, Smithsonian Institution, 1000 Constitution Ave NW, Washington, DC  20560, United States; Department of Biological Sciences, New Jersey Institute of Technology, 428A Central King Building, Newark, NJ  07102, United States; Management Science and Engineering, Stanford University, 475 Via Ortega, Stanford, CA  94305, United States; INSEAD, Boulevard de Constance, Fontainebleau, 77300, France; Department of Management, Ca’ Foscari University of Venice, Dorsoduro 3246, Venice, 30123, Italy; Gies College of Business, University of Illinois, Champaign, IL  61820, United States; Department of Marketing and Management, University of Southern Denmark, Campusvej 55, Odense M, Denmark; Department of Management, Aarhus University, Fuglesangs Allé 4, Aarhus V, 8210, Denmark; Department of Bioscience, Aarhus University, Vejlsøvej 25, Silkeborg, 8600, Denmark","Moffett, M.W., Department of Entomology, National Museum of Natural History, Smithsonian Institution, 1000 Constitution Ave NW, Washington, DC  20560, United States; Garnier, S., Department of Biological Sciences, New Jersey Institute of Technology, 428A Central King Building, Newark, NJ  07102, United States; Eisenhardt, K.M., Management Science and Engineering, Stanford University, 475 Via Ortega, Stanford, CA  94305, United States; Furr, N.R., INSEAD, Boulevard de Constance, Fontainebleau, 77300, France; Warglien, M., Department of Management, Ca’ Foscari University of Venice, Dorsoduro 3246, Venice, 30123, Italy; Sartoris, C., Department of Management, Ca’ Foscari University of Venice, Dorsoduro 3246, Venice, 30123, Italy; Ocasio, W., Gies College of Business, University of Illinois, Champaign, IL  61820, United States; Knudsen, T., Department of Marketing and Management, University of Southern Denmark, Campusvej 55, Odense M, Denmark; Bach, L.A., Department of Management, Aarhus University, Fuglesangs Allé 4, Aarhus V, 8210, Denmark; Offenberg, J., Department of Bioscience, Aarhus University, Vejlsøvej 25, Silkeborg, 8600, Denmark","An amendment to this paper has been published and can be accessed via the original article. © 2021, The Author(s), under exclusive licence to Organizational Design Community.",,,Erratum,"Final","",Scopus,2-s2.0-85103431889
"Golalikhani M., Oliveira B.B., Carravilla M.A., Oliveira J.F., Pisinger D.","57222195222;56050541500;20733457400;7202452488;57225472811;","Understanding carsharing: A review of managerial practices towards relevant research insights",2021,"Research in Transportation Business and Management","41",,"100653","","",,7,"10.1016/j.rtbm.2021.100653","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85103326110&doi=10.1016%2fj.rtbm.2021.100653&partnerID=40&md5=9134681260fc5089d9cdc47cb5fabde8","INESC TEC, Faculty of Engineering, University of Porto, Rua Dr. Roberto Frias, Porto, 4200-465, Portugal; Technical University of Denmark, Kongens Lyngby, Denmark","Golalikhani, M., INESC TEC, Faculty of Engineering, University of Porto, Rua Dr. Roberto Frias, Porto, 4200-465, Portugal; Oliveira, B.B., INESC TEC, Faculty of Engineering, University of Porto, Rua Dr. Roberto Frias, Porto, 4200-465, Portugal; Carravilla, M.A., INESC TEC, Faculty of Engineering, University of Porto, Rua Dr. Roberto Frias, Porto, 4200-465, Portugal; Oliveira, J.F., INESC TEC, Faculty of Engineering, University of Porto, Rua Dr. Roberto Frias, Porto, 4200-465, Portugal; Pisinger, D., Technical University of Denmark, Kongens Lyngby, Denmark","The carsharing market has never been as competitive as it is now, and during the last years, we have been witnessing a boom in the number of carsharing organizations that appear, often accompanied by an also booming number of companies that disappear. Designing a viable carsharing system is challenging and often depends on local conditions as well as on a myriad of operational decisions that need to be supported by suitable decision-support systems. Therefore, carsharing is being increasingly studied in the Operations Management (OM) literature. Nevertheless, often due to the limited transparency of this highly competitive sector and the recency of this business, there is still a “gap of understanding” of the scientific community concerning the business practices and contexts, often resulting in over-simplifications and relevant problems being overlooked. In this paper, we aim to close this “gap of understanding” by describing, conceptualizing, and analyzing the reality of 34 business-to-consumer carsharing organizations. With the data collected, we propose a detailed description of the current business practices, such as the ones concerning pricing. From this, we highlight relevant “research insights” and structure all collected data organized by different OM topics, enabling knowledge to be further developed in this field. © 2021 Elsevier Ltd","Carsharing; Database; Pricing; Real data",,Article,"Final","",Scopus,2-s2.0-85103326110
"Fürstenau D., Klein S., Vogel A., Auschra C.","56155151700;55722764900;57205718671;56800693400;","Multi-sided platform and data-driven care research: A longitudinal case study on business model innovation for improving care in complex neurological diseases",2021,"Electronic Markets","31","4",,"811","828",,5,"10.1007/s12525-021-00461-8","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85103218189&doi=10.1007%2fs12525-021-00461-8&partnerID=40&md5=24cf91eafef4ef1087b3f9501c703737","Department of Digitalization, Copenhagen Business School, Howitzvej 60, Frederiksberg, 2000, Denmark; Department of Information Systems, Freie Universität Berlin, Garystr. 21, Berlin, 12435, Germany; Department of Information Systems, WWU Münster, Leonardo Campus 11, Münster, 48149, Germany; Department of Management, Freie Universität Berlin, Garystr. 21, Berlin, 14195, Germany","Fürstenau, D., Department of Digitalization, Copenhagen Business School, Howitzvej 60, Frederiksberg, 2000, Denmark, Department of Information Systems, Freie Universität Berlin, Garystr. 21, Berlin, 12435, Germany; Klein, S., Department of Information Systems, WWU Münster, Leonardo Campus 11, Münster, 48149, Germany; Vogel, A., Department of Information Systems, Freie Universität Berlin, Garystr. 21, Berlin, 12435, Germany; Auschra, C., Department of Management, Freie Universität Berlin, Garystr. 21, Berlin, 14195, Germany","Multi-sided platforms in healthcare often focus their business model on standardizing care for wide-spread, chronic diseases. However, there is a lack of knowledge surrounding platform business models enabling individualized care coordination for patients with rare diseases. This paper analyses the development of a complex platform business model addressing Amyotrophic Lateral Sclerosis, a severe neurological disease that requires the coordination of a diverse network of medical specialists, care, and equipment providers. A longitudinal case study examines the platform’s development, focusing subsequently on qualitative and efficient care coordination, care research, and active and direct involvement of patients, as well as establishing two business models, namely, care coordination and care research. We reconstruct how these complex platform business models were configured to improve patient care and care research, thereby creating immediate value for patients and insights for long-term care improvements. The ongoing platform development carefully balances value generation for diverse stakeholders and economic sustainability. © 2021, The Author(s).","Business model; Care research; Datafication; Digital health platform; Process perspective; Rare disease; Value-based health",,Article,"Final","",Scopus,2-s2.0-85103218189
"Gimpel H., Manner-Romberg T., Schmied F., Winkler T.J.","14008766500;57216149124;57200573876;35241217900;","Understanding the evaluation of mHealth app features based on a cross-country Kano analysis",2021,"Electronic Markets","31","4",,"765","794",,8,"10.1007/s12525-020-00455-y","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85103149609&doi=10.1007%2fs12525-020-00455-y&partnerID=40&md5=f16802b89570046a721e68a2adb346d3","University of Hohenheim, Schloss Hohenheim 1, Stuttgart, 70599, Germany; FIM Research Center, University of Augsburg, Universitaetsstr. 12, Augsburg, 86159, Germany; Project Group Business & Information Systems Engineering, Fraunhofer FIT, Universitaetsstr. 12, Augsburg, 86159, Germany; University of Hagen, Universitaetsstr. 47, Hagen, 58097, Germany; Copenhagen Business School, Howitzvej 60, Frederiksberg, 2000, Denmark","Gimpel, H., University of Hohenheim, Schloss Hohenheim 1, Stuttgart, 70599, Germany, FIM Research Center, University of Augsburg, Universitaetsstr. 12, Augsburg, 86159, Germany, Project Group Business & Information Systems Engineering, Fraunhofer FIT, Universitaetsstr. 12, Augsburg, 86159, Germany; Manner-Romberg, T., FIM Research Center, University of Augsburg, Universitaetsstr. 12, Augsburg, 86159, Germany; Schmied, F., FIM Research Center, University of Augsburg, Universitaetsstr. 12, Augsburg, 86159, Germany, Project Group Business & Information Systems Engineering, Fraunhofer FIT, Universitaetsstr. 12, Augsburg, 86159, Germany; Winkler, T.J., University of Hagen, Universitaetsstr. 47, Hagen, 58097, Germany, Copenhagen Business School, Howitzvej 60, Frederiksberg, 2000, Denmark","While mobile health (mHealth) apps play an increasingly important role in digitalized health care, little is known regarding the effects of specific mHealth app features on user satisfaction across different healthcare system contexts. Using personal health record (PHR) apps as an example, this study identifies how potential users in Germany and Denmark evaluate a set of 26 app features, and whether evaluation differences can be explained by the differences in four pertinent user characteristics, namely privacy concerns, mHealth literacy, mHealth self-efficacy, and adult playfulness. Based on survey data from both countries, we employed the Kano method to evaluate PHR features and applied a quartile-based sample-split approach to understand the underlying relationships between user characteristics and their perceptions of features. Our results not only reveal significant differences in 14 of the features between Germans and Danes, they also demonstrate which of the user characteristics best explain each of these differences. Our two key contributions are, first, to explain the evaluation of specific PHR app features on user satisfaction in two different healthcare contexts and, second, to demonstrate how to extend the Kano method in terms of explaining subgroup differences through user characteristic antecedents. The implications for app providers and policymakers are discussed. © 2021, The Author(s).","Adult playfulness; Kano model; mHealth literacy; mHealth self-efficacy; Personal health record; Privacy concerns",,Article,"Final","",Scopus,2-s2.0-85103149609
"Mao R., Bao Y., Duan H., Liu G.","57191074364;57216676111;23977609900;57201565364;","Global urban subway development, construction material stocks, and embodied carbon emissions",2021,"Humanities and Social Sciences Communications","8","1","83","","",,2,"10.1057/s41599-021-00757-2","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85102927846&doi=10.1057%2fs41599-021-00757-2&partnerID=40&md5=ccc9760ffc46449a5d84df4103c3203e","SDU Life Cycle Engineering, Department of Green Technology, University of Southern Denmark, Odense, Denmark; Institute of Remote Sensing and Geographical Information Systems and Beijing Key Lab of Spatial Information Integration & Its Applications, Peking University, Beijing, China; College of Civil Engineering, Shenzhen University, Shenzhen, China","Mao, R., SDU Life Cycle Engineering, Department of Green Technology, University of Southern Denmark, Odense, Denmark; Bao, Y., Institute of Remote Sensing and Geographical Information Systems and Beijing Key Lab of Spatial Information Integration & Its Applications, Peking University, Beijing, China; Duan, H., College of Civil Engineering, Shenzhen University, Shenzhen, China; Liu, G., SDU Life Cycle Engineering, Department of Green Technology, University of Southern Denmark, Odense, Denmark","Urban subway system, as an important type of urban transportation infrastructure, can provide mass mobility service and help address urban sustainability challenges such as traffic congestion and air pollution. The continuous construction of subways, however, causes large amounts of construction materials and embodied greenhouse gas (GHG) emissions. In this study, we characterized the patterns of subway development, construction material stocks, and embodied emissions covering all 219 cities in the world in which subways are found by July 2020. The global subway length reached 16,419 km in 2020, and the construction material stocks amounted to 2.5 gigatons, equaling to an embodied emission of 560 megatons. In particular, China’s subway system contributes to ~40% of the total global stocks, with a pattern of moderate and steady stocks growth before 2010 and a rapid expansion afterwards, implying the late-development advantages and infrastructure-based urbanization mode. Our results demonstrated that identifying the spatiotemporal characteristics of subway materials stocks development is imperative for benchmarking future resource demand, informing sustainable subway planning, prospecting urban mining and waste management opportunities and challenges, and mitigating the associated environmental impacts for global GHG emission reduction. © 2021, The Author(s).",,,Article,"Final","",Scopus,2-s2.0-85102927846
