Authors,Author(s) ID,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Affiliations,Authors with affiliations,Abstract,Author Keywords,Index Keywords,Document Type,Publication Stage,Open Access,Source,EID
"Hannibal M., Evers N., Servais P.","55534328100;25027519300;56241011600;","Opportunity recognition and international new venture creation in university spin-offs—Cases from Denmark and Ireland",2016,"Journal of International Entrepreneurship","14","3",,"345","372",,33,"10.1007/s10843-016-0181-0","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84978035526&doi=10.1007%2fs10843-016-0181-0&partnerID=40&md5=b2ea33658b9aa1d78421be190631615b","Department of Marketing and Management, IBE, University of Southern Denmark, Odense, Denmark; Marketing Discipline, National University of Ireland, Galway, Ireland; Visiting Centre for Innovation, Entrepreneurship and Learning, Halmstad University, Halmstad, Sweden","Hannibal, M., Department of Marketing and Management, IBE, University of Southern Denmark, Odense, Denmark; Evers, N., Marketing Discipline, National University of Ireland, Galway, Ireland, Visiting Centre for Innovation, Entrepreneurship and Learning, Halmstad University, Halmstad, Sweden; Servais, P., Department of Marketing and Management, IBE, University of Southern Denmark, Odense, Denmark","Extant research suggests that the founder’s activities and interactions are considered pivotal in driving the opportunity recognition process leading to international new venture emergence. This paper aims to explore the opportunity recognition process and international new venture emergence in the context of university high-technology spin-offs that are internationally market driven from inception. University spin-offs (USOs) are defined as ‘new firms created to exploit commercially some knowledge, technology or research results developed within a university’ (Pirnay et al., Small Bus Econ 21:355–369, 2003). To address this inquiry, this study imports theory from the entrepreneurship literature on organizational emergence, opportunity recognition, effectuation and the principle of individual self-efficacy. Drawing on empirical case data from four case USOs from Denmark and Ireland, this paper finds that the inventor-founders are typically engaged in opportunity recognition processes that are characterized as creative, driven by scientific innovations. It is indicated that the process of USO emergence and continuous development involves activities and interactions similar to typical international new ventures. The scientific knowledge that created opportunities for the emergence of INV-USOs across our cases endorses the view that innovation and internationalization are strongly correlated. Insights are provided on inventor-founders’ entrepreneurial intention demonstrated through activities and interactions in the on-going processes of creating the USO. Findings further highlight that self-efficacy of the inventor-founder(s) and access to specific resources (means at hand) are salient determinants for international new ventures to materialize. The study concludes with a proposed conceptual framework for further research on the creation of INV-university spin-offs. Conclusions and implications are drawn at the end of the article. © 2016, Springer Science+Business Media New York.","Academic entrepreneurship; Born globals; Entrepreneurial opportunity; Innovation; International entrepreneurship; International new ventures; New venture creation; University spin-offs",,Article,"Final","",Scopus,2-s2.0-84978035526
"Landini F., Montinari N., Pin P., Piovesan M.","55008843000;55330248800;36818424000;33267943900;","Friendship network in the classroom: Parents bias on peer effects",2016,"Journal of Economic Behavior and Organization","129",,,"56","73",,6,"10.1016/j.jebo.2016.05.018","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84977278622&doi=10.1016%2fj.jebo.2016.05.018&partnerID=40&md5=1dfc26569d19fac969d6861f4367f575","LUISS University, Department of Political Science, Viale Romania, 32, Roma, 00197, Italy; Lund University, Department of Economics, Tycho Brahes vag, 1, Lund, S-22363, Sweden; Bocconi University, Department of Decision Sciences and IGIER, Via Roentgen 1, Milano, 20136, Italy; University of Copenhagen, Department of Economics, Øster Farimagsgade 5, Copenhagen, DK-1353, Denmark; Bocconi University, ICRIOS, Via Roentgen 1, Milano, 20136, Italy","Landini, F., LUISS University, Department of Political Science, Viale Romania, 32, Roma, 00197, Italy, Bocconi University, ICRIOS, Via Roentgen 1, Milano, 20136, Italy; Montinari, N., Lund University, Department of Economics, Tycho Brahes vag, 1, Lund, S-22363, Sweden; Pin, P., Bocconi University, Department of Decision Sciences and IGIER, Via Roentgen 1, Milano, 20136, Italy; Piovesan, M., University of Copenhagen, Department of Economics, Øster Farimagsgade 5, Copenhagen, DK-1353, Denmark","We interview both parents and their children enrolled in six primary schools in the district of Treviso (Italy). We study the structural differences between the children network of friends reported by children and the one elicited asking their parents. We find that the parent-reported network has a bias that is consistent with the following explanation: parents expect peer effects on school achievement to be stronger than what they really are. Thus, parents of low-performing students report their children to be friends of high-performing students. Our numerical simulations indicate that when this bias is combined with a bias on how some children target friends, then there is a multiplier effect on the expected school achievement. © 2016 Elsevier B.V.","Bonacich centrality; Friendships; Homophily; Parents’ bias; Peer effects; Primary school; Social networks",,Article,"Final","",Scopus,2-s2.0-84977278622
"Aschemann-Witzel J., Bech-Larsen T., Capacci S.","35848108900;6602562959;36602170900;","Do Target Groups Appreciate Being Targeted? An Exploration of Healthy Eating Policy Acceptance",2016,"Journal of Consumer Policy","39","3",,"285","306",,8,"10.1007/s10603-016-9327-7","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84976869662&doi=10.1007%2fs10603-016-9327-7&partnerID=40&md5=b661da4735b8e5345bb2c52f1651e8c4","MAPP Centre - Research on Value Creation in the Food Sector, Aarhus University, Bartholins Allé 10, building 1323-321, Aarhus, 8000, Denmark; Department of Economics, University of Bologna, 45 Strada Maggiore, Bologna, 40125, Italy","Aschemann-Witzel, J., MAPP Centre - Research on Value Creation in the Food Sector, Aarhus University, Bartholins Allé 10, building 1323-321, Aarhus, 8000, Denmark; Bech-Larsen, T., MAPP Centre - Research on Value Creation in the Food Sector, Aarhus University, Bartholins Allé 10, building 1323-321, Aarhus, 8000, Denmark; Capacci, S., Department of Economics, University of Bologna, 45 Strada Maggiore, Bologna, 40125, Italy","The impact of healthy eating policies falls behind policy maker’s expectations. Better targeting and stakeholder support should improve their effectiveness. The research aims to identify whether a target group (the group impacted by the policy measure) is characterised by higher acceptance levels or not. Acceptance among citizens from the target was compared to a matching non-target group, based on data from an online survey on citizens’ support of healthy eating policies conducted among 3003 adult respondents from five European countries (Belgium, Denmark, Italy, Poland, UK). The policies explored were bans of advertising to children or school vending machines, school meal regulations, education campaigns at schools and workplaces, menu nutrition information and food labelling, price subsidies for healthy food, and accessibility measures for the elderly. It was found that target groups showed more support than others for four policies: parents were more supportive of vending machine bans in schools and workers eating out at lunch of education campaigns at workplaces, food labelling was more supported by those considering nutrition content in food purchase, and price subsidies for healthy food more supported by respondents in financial difficulties. However, parents were less supportive of school education campaigns, and the pattern of support through the target group differed by country. It is concluded that members of the target group tend to, but are not per se especially supportive of healthy eating policy measures concerning themselves or their children, and there are great country differences. Acceptance of policies should be surveyed per target group and country in advance of implementation. In the case of lack in acceptance, further exploration of the barriers should be conducted so that the benefit of the policy can be more effectively communicated, assuming that this increases stakeholder cooperation and favourable peer influence. © 2016, Springer Science+Business Media New York.","Acceptance; Healthy eating; Public policy; Social marketing; Target group",,Article,"Final","",Scopus,2-s2.0-84976869662
"Verbeke A., Asmussen C.G.","6603960214;23395966100;","Global, Local, or Regional? The Locus of MNE Strategies",2016,"Journal of Management Studies","53","6",,"1051","1075",,79,"10.1111/joms.12190","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84975709288&doi=10.1111%2fjoms.12190&partnerID=40&md5=7fb9170ddfafcc96415087c1f41040e4","University of Calgary, Canada; University of Brussels, Belgium; Henley Business School, United Kingdom; Copenhagen Business School, Denmark","Verbeke, A., University of Calgary, Canada, University of Brussels, Belgium, Henley Business School, United Kingdom; Asmussen, C.G., Copenhagen Business School, Denmark","This paper provides an overview of the main insights arising from the ‘regional strategy’ literature. It also develops the contours of a new, rich research agenda for future international strategy scholarship, whereby the region should be introduced as an explicit, third geographic level of analysis, in addition to the country-level and the global level. Regional strategy analysis requires a fundamental rethink of mainstream theories in the international strategy sphere. This rethink involves, inter alia, internalization theory, with its resource-based view and transaction cost economics components, as well as the integration (I) – national responsiveness (NR) framework. © 2016 John Wiley & Sons Ltd and Society for the Advancement of Management Studies","global strategy; globalization; regional headquarters, regional strategy; resource-based view; transaction costs",,Note,"Final","",Scopus,2-s2.0-84975709288
"Sazvar Z., Mirzapour Al-e-hashem S.M.J., Govindan K., Bahli B.","55191350200;57200776002;54986334000;7801341986;","A novel mathematical model for a multi-period, multi-product optimal ordering problem considering expiry dates in a FEFO system",2016,"Transportation Research Part E: Logistics and Transportation Review","93",,,"232","261",,33,"10.1016/j.tre.2016.04.011","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84975221150&doi=10.1016%2fj.tre.2016.04.011&partnerID=40&md5=24ca84f0576ca73b01952a7cf8445f8e","School of Industrial Engineering, College of Engineering, University of Tehran, Tehran, Iran; ESC Rennes School of Business, 2 rue Robert D'ARBRISSEL, Rennes, 35065, France; Center for Engineering Operations Management, Department of Technology and Innovation, University of Southern Denmark, Denmark; Department of Industrial Engineering and Management Systems, Amirkabir University of Technology, Tehran, Iran","Sazvar, Z., School of Industrial Engineering, College of Engineering, University of Tehran, Tehran, Iran; Mirzapour Al-e-hashem, S.M.J., ESC Rennes School of Business, 2 rue Robert D'ARBRISSEL, Rennes, 35065, France, Department of Industrial Engineering and Management Systems, Amirkabir University of Technology, Tehran, Iran; Govindan, K., Center for Engineering Operations Management, Department of Technology and Innovation, University of Southern Denmark, Denmark; Bahli, B., ESC Rennes School of Business, 2 rue Robert D'ARBRISSEL, Rennes, 35065, France","One of the main challenges of retail units is to determine the order quantities of different types of products, each with a specific expiry date, so that the system cost including shortage cost is minimized. We study a new multi-product multi-period replenishment problem for a First Expired-First Out (FEFO) based warehouse management system. The proposed nonlinear model is first converted to a linear one and then solved by applying two evolutionary algorithms: the Genetic Algorithm (GA) and Particle Swarm Optimization (PSO), in which design parameters are set using Taguchi method. Computational results demonstrate the applicability of the proposed model for perishable items and comparing the results shows the efficiency of the proposed metaheuristics as well. © 2016 Elsevier Ltd.","Expiry date; Genetic algorithm; Integer programming; Optimal replenishment policy; Particle swarm optimization; Perishable items","genetic algorithm; management; numerical model; optimization",Article,"Final","",Scopus,2-s2.0-84975221150
"Nielsen J.H.","57031098800;","Personality and Euroscepticism: The Impact of Personality on Attitudes Towards the EU",2016,"Journal of Common Market Studies","54","5",,"1175","1198",,16,"10.1111/jcms.12381","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84964664588&doi=10.1111%2fjcms.12381&partnerID=40&md5=5e136b9fc4c9bc07c8a39b8cbb006dfe","University of Copenhagen, Denmark","Nielsen, J.H., University of Copenhagen, Denmark","Attitudes towards EU integration are widely studied, yet we know only little about the role of personality for EU attitudes. Utilizing a framing experiment encompassing positive and negative frames of EU integration, this article reports on how personality influences attitudes towards EU integration, and how personal predispositions moderate framing effects, impacting EU attitude formation. The study relies on Danish and Swedish data (N = 1808). I test both the direct impact of personality on EU attitudes and personality's moderating impact on framing effects. I find that extraversion and openness positively correlate with positive EU attitudes, while people scoring high on neuroticism tend to support the EU less. Furthermore, I find that personality moderates different EU frames. Individuals with certain personality traits are more influenced by framing effects than others, while positive and negative frames also are perceived differently according to personal predispositions. I find only little country differences between Denmark and Sweden. © 2016 The Author(s) JCMS: Journal of Common Market Studies © 2016 John Wiley & Sons Ltd",,,Article,"Final","",Scopus,2-s2.0-84964664588
"Poetz K.","55486269400;","Establishing socially responsible workplaces: Need perceptions and institutional forces acting on MSE owners in Tanzania",2016,"Canadian Journal of Administrative Sciences","33","3",,"197","212",,1,"10.1002/cjas.1372","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84959211196&doi=10.1002%2fcjas.1372&partnerID=40&md5=4bee72176a1b32a232d3a49efe6db714","University of Copenhagen, Denmark","Poetz, K., University of Copenhagen, Denmark","Small businesses are increasingly expected to contribute to sustainable development. Drawing on needs theory and institutional theory, this paper investigates drivers of and barriers to socially responsible workplaces that can fulfill the existence, relatedness, and growth needs of people working in these organizations. The findings generated from an in-depth study of small enterprises in Tanzania indicate that owners’ and employees’ changing needs contribute to workplace creation but nevertheless often remain unfulfilled. The resulting tensions pose a challenge for sustainable development in Africa's emerging economies. This is discussed with regard to solutions that leverage the normative common ground between traditional values and Western notions of corporate social responsibility (CSR), taking into account the pressures exercised by regulatory and mimetic institutional forces. Copyright © 2016 ASAC. Published by John Wiley & Sons, Ltd. Copyright © 2016 ASAC. Published by John Wiley & Sons, Ltd.","Africa; CSR; institutional theory; needs theory; workplace",,Article,"Final","",Scopus,2-s2.0-84959211196
"Stieglitz N., Knudsen T., Becker M.C.","15761049100;35579799700;7402281757;","Adaptation and inertia in dynamic environments",2016,"Strategic Management Journal","37","9",,"1854","1864",,82,"10.1002/smj.2433","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84941702029&doi=10.1002%2fsmj.2433&partnerID=40&md5=9621a775b23f0b95e969b783d53d906c","Frankfurt School of Finance & Management, Management Department, Frankfurt, Germany; Strategic Organization Design Unit, Danish Institute for Advanced Study, University of Southern Denmark, Odense, Denmark","Stieglitz, N., Frankfurt School of Finance & Management, Management Department, Frankfurt, Germany; Knudsen, T., Strategic Organization Design Unit, Danish Institute for Advanced Study, University of Southern Denmark, Odense, Denmark; Becker, M.C., Strategic Organization Design Unit, Danish Institute for Advanced Study, University of Southern Denmark, Odense, Denmark","Research summary: We address conflicting claims and mixed empirical findings about adaptation as a response to increased environmental dynamism. We disentangle distinct dimensions of environmental dynamism—the direction, magnitude, and frequency of change—and identify how selection shapes adaptive responses to these dimensions. Our results show how frequent directional changes undermine the value of exploration and decisively shift performance advantages to inert organizations that restrict exploration. In contrast, increased environmental variance rewards exploration. Our results also show that, in dynamic environments, the best-performing organizations are generally more inert than less successful organizations. Managerial summary: Our research helps managers to understand under what business conditions investments into exploration and strategic flexibility are more likely to pay off. Dynamic business environments characterized by persistent trends and by large, infrequently occurring structural shocks reward strategic pursuit of temporary advantage. Thus, exploration and strategic flexibility are preferred strategies. In contrast, the challenge in frequently changing environments with fleeting opportunities is to identify and to focus on strategic actions whose payoffs on average are high, independent of environmental volatility. Low levels of exploration and long-term strategic focus are preferred strategies in these circumstances. Copyright © 2015 John Wiley & Sons, Ltd. Copyright © 2015 John Wiley & Sons, Ltd.","dynamism; exploration; inertia; organizational adaptation; selection","Managers; Natural resources exploration; Dynamic business environment; Dynamism; Environmental dynamisms; Environmental variance; Inertia; Organizational adaptation; Selection; Strategic flexibility; Societies and institutions",Article,"Final","",Scopus,2-s2.0-84941702029
"Fuchs D., Di Giulio A., Glaab K., Lorek S., Maniates M., Princen T., Røpke I.","36006466400;23093938100;47061560600;8960075800;55291551000;6603059960;6602841111;","Power: the missing element in sustainable consumption and absolute reductions research and action",2016,"Journal of Cleaner Production","132",,,"298","307",,94,"10.1016/j.jclepro.2015.02.006","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84926620609&doi=10.1016%2fj.jclepro.2015.02.006&partnerID=40&md5=4dba775cd9cf392db8e3f6b7cdf165ea","University of Muenster, Germany; University of Basel, Switzerland; Sustainable Europe Research Institute, Germany; Yale-NUS College, Singapore; University of Michigan, United States; Aalborg University, Denmark","Fuchs, D., University of Muenster, Germany; Di Giulio, A., University of Basel, Switzerland; Glaab, K., University of Muenster, Germany; Lorek, S., Sustainable Europe Research Institute, Germany; Maniates, M., Yale-NUS College, Singapore; Princen, T., University of Michigan, United States; Røpke, I., Aalborg University, Denmark","In this essay, we aim to demonstrate the value of a power lens on consumption and absolute reductions. Specifically, we illuminate what we perceive to be a troublesome pattern of neglect of questions of power in research and action on sustainable consumption and absolute reductions. In pursuit of our objectives, we delineate how many of the informal and implicit “theories of social change” of scholars and activists in sustainable consumption and sustainable development fail to address power in a sufficiently explicit, comprehensive and differentiated manner and how that failure translates into insufficient understandings of the drivers of consumption and the potential for and barriers to absolute reductions. Second, we develop the contours of a power lens on sustainable consumption. Third, we illustrate the value of such a power lens, with a particular focus on the case of meat consumption. © 2015 Elsevier Ltd","Absolute reductions; Meat; Power; Social change; Sustainable consumption","Meats; Production engineering; Absolute reduction; Meat consumption; Power; Power lens; Social changes; Sustainable consumption; Industrial engineering",Article,"Final","",Scopus,2-s2.0-84926620609
"Staricco J.I.","55569152700;","Fair Trade and the Fetishization of Levinasian Ethics",2016,"Journal of Business Ethics","138","1",,"1","16",,9,"10.1007/s10551-015-2600-x","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84925014000&doi=10.1007%2fs10551-015-2600-x&partnerID=40&md5=cc8849cd75720ee867e9ad7d3a2575af","Department of Business and Politics, Copenhagen Business School, Porcelænshaven 24A, 0.85, Frederiksberg, 2000, Denmark","Staricco, J.I., Department of Business and Politics, Copenhagen Business School, Porcelænshaven 24A, 0.85, Frederiksberg, 2000, Denmark","The certification-based Fair Trade initiative has been steadily growing during the last two decades. While many scholars have analyzed its main characteristics and developments, only a few have assessed it against a concept of justice. And those exceptional cases have only focused on distributive justice, proving unable to grasp the important ethical elements that Fair Trade integrates in its project. In reaction to this, this article intends to critically examine what the Fair Trade movement proposes to be ‘fair’ by resorting to the thought of the French philosopher Emmanuel Lévinas. To accomplish this goal, a new understanding of his conception of justice is presented, one that seeks to overcome the limitations that the two most common interpretations in the literature suffer. The idea of Lévinas’ ‘dialectics of justice’ is used to discuss Fair Trade’s relation of alterity, its appropriation of the notion of ‘face’ and its commitment to and responsibility for marginalized producers and workers. This analysis shows that Fair Trade operates with what could be described as a fetishized understanding of Levinasian ethics that justifies a deeply unjust praxis. © 2015, Springer Science+Business Media Dordrecht.","Ethics; Face; Fair trade; Justice; Lévinas; Other",,Article,"Final","",Scopus,2-s2.0-84925014000
"Adelstein J., Clegg S.","55487490000;7101683003;","Code of Ethics: A Stratified Vehicle for Compliance",2016,"Journal of Business Ethics","138","1",,"53","66",,34,"10.1007/s10551-015-2581-9","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84923247481&doi=10.1007%2fs10551-015-2581-9&partnerID=40&md5=a723e9c82e89c2beb838d5569f7a9001","Centre for Management & Organization Studies (CMOS), University of Technology, Sydney, Australia; Universidade Nova de Lisboa, Lisbon, Portugal; Copenhagen Business School, Frederiksberg, Denmark; EM-Lyon, Écully, France","Adelstein, J., Centre for Management & Organization Studies (CMOS), University of Technology, Sydney, Australia; Clegg, S., Centre for Management & Organization Studies (CMOS), University of Technology, Sydney, Australia, Universidade Nova de Lisboa, Lisbon, Portugal, Copenhagen Business School, Frederiksberg, Denmark, EM-Lyon, Écully, France","Ethical codes have been hailed as an explicit vehicle for achieving more sustainable and defensible organizational practice. Nonetheless, when legal compliance and corporate governance codes are conflated, codes can be used to define organizational interests ostentatiously by stipulating norms for employee ethics. Such codes have a largely cosmetic and insurance function, acting subtly and strategically to control organizational risk management and protection. In this paper, we conduct a genealogical discourse analysis of a representative code of ethics from an international corporation to understand how management frames expectations of compliance. Our contribution is to articulate the problems inherent in codes of ethics, and we make some recommendations to address these to benefit both an organization and its employees. In this way, we show how a code of ethics can provide a foundation for ethical sustainability, while addressing management intentions and employees’ ethical satisfaction. © 2015, Springer Science+Business Media Dordrecht.","Business ethics; Code of ethics; Domination; Genealogical discourse analysis; Governance; Organizational risk management; Power relationships",,Article,"Final","",Scopus,2-s2.0-84923247481
"Tran A.N., Jeppesen S.","26036752500;6701537338;","SMEs in their Own Right: The Views of Managers and Workers in Vietnamese Textiles, Garment, and Footwear Companies",2016,"Journal of Business Ethics","137","3",,"589","608",,37,"10.1007/s10551-015-2572-x","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84923239696&doi=10.1007%2fs10551-015-2572-x&partnerID=40&md5=c75aa96d6c9eaf2396254ffbc0bc772f","Global Studies Department, Social, Behavioral and Global Studies Division, California State University, Monterey Bay, United States; Department of Intercultural Communication and Management, Center for Business and Development Studies, Copenhagen Business School, Frederiksberg, Denmark","Tran, A.N., Global Studies Department, Social, Behavioral and Global Studies Division, California State University, Monterey Bay, United States; Jeppesen, S., Department of Intercultural Communication and Management, Center for Business and Development Studies, Copenhagen Business School, Frederiksberg, Denmark","This article contributes to the limited literatures on small- and medium-size enterprises (SMEs) and corporate social responsibility (CSR). Using an institutional theoretical framework, we analyzed fieldwork interviews with twenty SMEs and perspectives of 165 SME managers and workers in textiles, garment, and footwear industries, the most important wage-earning sector in Vietnam. Having understood in the context of a developing “market economy with socialist orientation” (thus a “Southern perspective”), we find that socially responsible practices and expectations developed long before the arrival of CSR as a western concept and an MNC agenda. While identifying and contributing ideas concerning forms of “informal” CSR practices—influenced by social and cultural expectations—to the CSR/SME literature, we are conscious of the mixed effects of these practices and the ongoing nuanced negotiations between workers and managers in these SMEs. In our research, we found that it takes both domestic and international stakeholders to improve labor conditions in Vietnam under the banner of CSR. © 2015, Springer Science+Business Media Dordrecht.","Formal and informal CSR practices; Institutional theory; Labor–management–state relations; SME managers and workers; Socialist Vietnam",,Article,"Final","",Scopus,2-s2.0-84923239696
"Pogrebnyakov N.","14819659300;","Tech firms in China",2016,"Economist (United Kingdom)","412","9000",,"","",,,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85020295631&partnerID=40&md5=5d5f45481eefcb09f8b3dd41bd668498","Copenhagen Business School, Denmark","Pogrebnyakov, N., Copenhagen Business School, Denmark",[No abstract available],,,Letter,"Final","",Scopus,2-s2.0-85020295631
"Kornberger M.","6603318433;","Stepping on the toes of giants, or how to review the future of strategy research",2016,"A Research Agenda for Management and Organization Studies",,,,"38","47",,1,"10.4337/9781784717025","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85015104273&doi=10.4337%2f9781784717025&partnerID=40&md5=3f45fa85f22fad4aa4942c38342269c7","Copenhagen Business School, Denmark; University of Edinburgh Business School, United Kingdom; WU Vienna University of Economics and Business, Austria","Kornberger, M., Copenhagen Business School, Denmark, University of Edinburgh Business School, United Kingdom, WU Vienna University of Economics and Business, Austria",[No abstract available],,,Book Chapter,"Final","",Scopus,2-s2.0-85015104273
"Beyes T.","16244316800;","Art, aesthetics and organization",2016,"A Research Agenda for Management and Organization Studies",,,,"115","125",,8,"10.4337/9781784717025","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85015084347&doi=10.4337%2f9781784717025&partnerID=40&md5=e5b3067b0b0607bd99b0565c97279bde","Department of Management, Politics and Philosophy, Copenhagen Business School, Denmark; Leuphana University, Centre for Digital Cultures, Lüneburg, Germany","Beyes, T., Department of Management, Politics and Philosophy, Copenhagen Business School, Denmark, Leuphana University, Centre for Digital Cultures, Lüneburg, Germany",[No abstract available],,,Book Chapter,"Final","",Scopus,2-s2.0-85015084347
"Dreyer H.C., Strandhagen J.O., Hvolby H.-H., Romsdal A., Alfnes E.","23099695400;14825916200;35614062000;36667272500;23099293100;","Supply chain strategies for speciality foods: A norwegian case study",2016,"Production Planning and Control","27","11",,"878","893",,28,"10.1080/09537287.2016.1156779","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84961213555&doi=10.1080%2f09537287.2016.1156779&partnerID=40&md5=5ed9ec150840dce3af3e27defaad1034","Department of Production and Quality Engineering, Norwegian University of Science and Technology, NTNU, Trondheim, Norway; Department of Mechanical and Manufacturing Engineering, Aalborg University, Aalborg, Denmark; Centre for Logistics, Aalborg University, Aalborg, Denmark","Dreyer, H.C., Department of Production and Quality Engineering, Norwegian University of Science and Technology, NTNU, Trondheim, Norway; Strandhagen, J.O., Department of Production and Quality Engineering, Norwegian University of Science and Technology, NTNU, Trondheim, Norway; Hvolby, H.-H., Department of Mechanical and Manufacturing Engineering, Aalborg University, Aalborg, Denmark, Centre for Logistics, Aalborg University, Aalborg, Denmark; Romsdal, A., Department of Production and Quality Engineering, Norwegian University of Science and Technology, NTNU, Trondheim, Norway; Alfnes, E., Department of Production and Quality Engineering, Norwegian University of Science and Technology, NTNU, Trondheim, Norway","Despite strong market interest in speciality foods, producers find market access and distribution challenging. This exploratory research includes a literature review and five case studies of supply chains relating to shellfish, cheese, meat, potato and miscellaneous speciality foods in the mid-Norway region. The study identifies key supply chain configuration parameters from the extant literature, and these are used to analyse the cases. The study makes three main contributions to the literature: an analytical framework for analysing the supply chain characteristics of speciality foods; important supply chain factors for accessing the conventional food supply chain; and five propositions for improving market access. We argue that the speciality foods supply chain should be configured according to these propositions to ensure responsiveness to customer needs and to strengthen market access. © 2016 Informa UK Limited, trading as Taylor & Francis Group.","Case study; Norwegian speciality foods; Speciality food; Speciality food production; Supply chain strategy","Commerce; Food supply; Case-studies; Customer need; Exploratory research; Literature reviews; Market access; Speciality foods; Supply chain configuration; Supply chain strategy; Supply chains",Article,"Final","",Scopus,2-s2.0-84961213555
"Tanggaard L., Wegener C.","13612094900;55572202900;","Why novelty is overrated",2016,"Journal of Education and Work","29","6",,"728","745",,6,"10.1080/13639080.2015.1040379","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84929224940&doi=10.1080%2f13639080.2015.1040379&partnerID=40&md5=23b0d291466f06d72273723bc8fb1f10","Department of Communication, Aalborg University, Aalborg, Denmark","Tanggaard, L., Department of Communication, Aalborg University, Aalborg, Denmark; Wegener, C., Department of Communication, Aalborg University, Aalborg, Denmark","Based on two empirical studies on education in health and elderly care, this paper reflects on the possible role of ‘old ideas’ involved in creative innovation. Most researchers agree that creativity and innovation are the results of a combination of what is new and valuable. What tends to be paid less attention, however, is the fact that many creative activities and everyday innovations in modern-day organisations actually build upon what is already there. Creative products and processes are often the result of some kind of learning from or even re-creation of existing processes and materials. The paper argues that there is excessive enthusiasm towards the novelty aspects of creativity and innovation, which overshadow the potential of old ideas and past experience as drivers of change. © 2015 Taylor & Francis.","creativity; health care; innovation; re-creation",,Article,"Final","",Scopus,2-s2.0-84929224940
"Aagaard A.","55221968300;","Sustainable Business: Integrating CSR in Business and Functions",2016,"Sustainable Business: Integrating CSR in Business and Functions",,,,"1","244",,11,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85042170449&partnerID=40&md5=b02b30265af8002ff47dc818135fa572","Department of Business Development and Technology, Aarhus University, Herning, Denmark","Aagaard, A., Department of Business Development and Technology, Aarhus University, Herning, Denmark","The developments in our environment and society has made it clear that the way we run our businesses and govern our nations is not sustainable in the long run. This is also why more and more companies and organizations are pursuing sustainable business through various Corporate Social Responsibility (CSR) activities. However, many companies experience that although they facilitate a CSR strategy on corporate level, CSR is often not embedded in their business and/or integrated across their functions. If companies are to achieve the full business potential and performance impact of CSR, sustainability has to be operationalized, targeted and measured across the value chain through empowered employees and in alignment with the business strategy of the company. Though state-of-the-art CSR research, theories and models, the theoretical platform for sustainable business and CSR is presented in this book. However, CSR is carried out in practice, and not just in theory. This is why each chapter is supplemented with practical case examples explaining the way in which different companies and their managers have integrated sustainable business in their strategy and across the organizations' different functions. As is evident both in theory and practice, the success of CSR integration is highly affected by industrial context, as the unique characteristics of the industry have an impact on the key sustainability challenges and business opportunities of the specific company and industry. In support of this evidence, the book also reveals how CSR can be implemented across private and public organizations as well as small & medium sized entities (SMEs) Theoretical and empirical topics discussed in the book include: Defining sustainable business and CSR CSR strategy integration Stakeholder management Sustainable innovation, management and production Change management & change leadership Green business model innovation Responsible HRM and administration Cradle-to-cradle Green procurement Corporate social innovation Sustainable Communication and - Sales Business-NGO partnerships. © 2016 River Publishers. All rights reserved.","Business networks; Corporate Social Innovation (CSI); CSR Corporate Social Responsibility; CSR integration; Green Business model innovation; Green Procurement; NGO partnerships; Social responsibility; Sustainable Business; Sustainable Innovation; Sustainable marketing; Sustainable Production",,Book,"Final","",Scopus,2-s2.0-85042170449
