Authors,Author(s) ID,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Affiliations,Authors with affiliations,Abstract,Author Keywords,Index Keywords,Document Type,Publication Stage,Open Access,Source,EID
"Selmer J., Lauring J., Normann J., Kubovcikova A.","56234884800;18434560200;56677637500;56677773100;","Context matters: Acculturation and work-related outcomes of self-initiated expatriates employed by foreign vs. local organizations",2015,"International Journal of Intercultural Relations","49",,"1173","251","264",,31,"10.1016/j.ijintrel.2015.05.004","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84930796798&doi=10.1016%2fj.ijintrel.2015.05.004&partnerID=40&md5=feb4f4c9af24903e76d2872f862a8a80","Aarhus University, Aarhus, Denmark","Selmer, J., Aarhus University, Aarhus, Denmark; Lauring, J., Aarhus University, Aarhus, Denmark; Normann, J., Aarhus University, Aarhus, Denmark; Kubovcikova, A., Aarhus University, Aarhus, Denmark","Research on various outcomes of foreign assignments has seldom involved the specific organizational context. This study examines the acculturation of self-initiated expatriates in local and foreign-owned organizations. Based on the choice-within-constraints framework in new institutional theory, we propose that self-initiated expatriate academics in local organizations are better adjusted to general life and interaction with host country nationals than their counterparts in foreign-owned organizations. We also suggest that, due to limited available human cognitive capacity, the adjustment of expatriate academics with regard to general life and interaction in the two types of organizations has different consequences for work-related outcomes. Specifically, we hypothesize that for expatriates in foreign organizations, general adjustment is positively associated with work-related outcomes while, for expatriates in local organizations, interaction adjustment is instead positively associated with their work-related outcomes. Based on 210 self-initiated expatriate academics in China and Taiwan, our findings generally provide support for these hypothesized relationships. By demonstrating the role of organization type in expatriate adjustment we contribute to the use of social learning theory in this area) arguing that acculturation should not be perceived to occur in a vacuum. Rather the adjustment patterns of expatriates are affected by the social and institutional context. © 2015 Elsevier Ltd.","Adjustment; Cognition; Expatriate academics; Foreign organizations; Language; Local organizations; New institutional theory; Performance; Satisfaction; Self-initiated expatriates; Staffing",,Article,"Final","",Scopus,2-s2.0-84930796798
"Medlin C.J., Ellegaard C.","6603568231;13403240500;","Conceptualizing competition and rivalry in a networking business market",2015,"Industrial Marketing Management","51",,,"131","140",,17,"10.1016/j.indmarman.2015.05.009","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84929936391&doi=10.1016%2fj.indmarman.2015.05.009&partnerID=40&md5=dc839cdf78b3cb1592390dc7d712ad5e","Business School, University of Adelaide5005, Australia; Department of Business Administration, School of Business and Social Sciences, Aarhus University, Aarhus C, 8000, Denmark","Medlin, C.J., Business School, University of Adelaide5005, Australia; Ellegaard, C., Department of Business Administration, School of Business and Social Sciences, Aarhus University, Aarhus C, 8000, Denmark","Competition is considered a driving force of markets, but how competing shapes the business network is not so clear. We contribute to the literature by exploring competing as a firm process. We analyze business competition literature according to a structural and social constructivist dichotomy. This highlights firm behavior and priority of goals as pointers of competitive processes. We apply the concept of goal priority for a firm's line of action to characterize competing, whether primarily towards the customer or first focusing on the activities of another firm. We explore the distinctions between non-competitive, competitive and rivalry firm activity using a case study of exporters and importers of fine wine to Denmark from South Australia. We find that change in the business network is provoked by competitive processes. We conclude with managerial implications and the opportunities for future research. © 2015","Coopetition; Goals; Market as network; Process; Wine industry",,Article,"Final","",Scopus,2-s2.0-84929936391
"Doucouliagos H., Paldam M.","56764472700;6701792616;","Finally a breakthrough? The recent rise in the size of the estimates of aid effectiveness",2015,"Handbook on the Economics of Foreign Aid",,,,"325","349",,20,"10.4337/9781783474592.00030","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84960809821&doi=10.4337%2f9781783474592.00030&partnerID=40&md5=60dcd05ac9c91bd744727b59cb69e2e4","School of Accounting, Economics and Finance, Deakin University, Australia; Department of Economics and Business, Aarhus University, Denmark","Doucouliagos, H., School of Accounting, Economics and Finance, Deakin University, Australia; Paldam, M., Department of Economics and Business, Aarhus University, Denmark",[No abstract available],,,Book Chapter,"Final","",Scopus,2-s2.0-84960809821
"Dietrichson J., Ellegård L.M.","56305237300;55222312000;","Institutions improving fiscal performance: evidence from Swedish municipalities",2015,"International Tax and Public Finance","22","5",,"861","886",,3,"10.1007/s10797-014-9334-z","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84942504368&doi=10.1007%2fs10797-014-9334-z&partnerID=40&md5=ea1640c0c66ee6260e8170846eb3a40a","Department of Economics, Lund University, P.O. Box 7082, Lund, S-220 07, Sweden; SFI - The Danish Centre for Social Research, Herluf Trolles Gade 11, København K, DK-1052, Denmark","Dietrichson, J., Department of Economics, Lund University, P.O. Box 7082, Lund, S-220 07, Sweden, SFI - The Danish Centre for Social Research, Herluf Trolles Gade 11, København K, DK-1052, Denmark; Ellegård, L.M., Department of Economics, Lund University, P.O. Box 7082, Lund, S-220 07, Sweden","Conflicts of interest within hierarchic government organizations regarding the importance of fiscal discipline create the need for institutions that curb the bargaining power of units in charge of implementing policy and align their incentives to the interests of the whole organization. We examine this general public sector problem by collecting unique data on budget institutions and conflicts of interest within the Swedish municipalities. Our estimations suggest that institutions pertaining to both the planning stage and the implementation stage of the budget process are important for fiscal performance. The fiscal surplus is higher in municipalities that have centralized their budget process to some degree, and where local committees are allowed to carry over surpluses or forced to carry over deficits between fiscal years. The associations however differ between municipalities with different degrees of conflicts of interests, calling for further research to understand the incentives given by the result carry-over rules. We further find that the fiscal surplus is higher in municipalities where local managers face a relatively high risk of dismissal as a consequence of budget deficits. © 2014, Springer Science+Business Media New York.","Budget institutions; Conflicts of interest; Fiscal performance; Local governments",,Article,"Final","",Scopus,2-s2.0-84942504368
"Daskalaki M., Hjorth D., Mair J.","36682208500;22940606700;35969477900;","Are Entrepreneurship, Communities, and Social Transformation Related?",2015,"Journal of Management Inquiry","24","4",,"419","423",,61,"10.1177/1056492615579012","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84940052893&doi=10.1177%2f1056492615579012&partnerID=40&md5=e3e10564d6ce3b4c454b5f71750def09","Kingston University, Kingston upon Thames, United Kingdom; Copenhagen Business School, Frederiksberg, Denmark; Hertie School of Governance, Berlin, Germany","Daskalaki, M., Kingston University, Kingston upon Thames, United Kingdom; Hjorth, D., Copenhagen Business School, Frederiksberg, Denmark; Mair, J., Hertie School of Governance, Berlin, Germany","This article explores new forms of organizing (and organization creation) in relation to entrepreneurship and social transformation. In particular, in the dialogue that follows in this issue, we initiate a discussion regarding the ways through which social transformation is or can be related to community action and public and/or social entrepreneurship. By focusing on socioeconomic environments in flux, we suggest that emerging alternative initiatives are not simply oppositional, resistance forces, but new organizing assemblages that co-constitute new social realities that urgently need to be actualized. We conclude the article with a number of theoretical propositions, which as we suggest, instigate the study of embedded and socially transformative organizing. © 2015, © The Author(s) 2015.","communities; entrepreneurship; organizing; transformation",,Article,"Final","",Scopus,2-s2.0-84940052893
"Beyes T.","16244316800;","Fictions of the Possible: Art, the City, and Public Entrepreneurship",2015,"Journal of Management Inquiry","24","4",,"445","449",,6,"10.1177/1056492615579792","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84940030071&doi=10.1177%2f1056492615579792&partnerID=40&md5=823da4fb9baba6179ab4e5c21caa42f9","Copenhagen Business School, Frederiksberg, Denmark","Beyes, T., Copenhagen Business School, Frederiksberg, Denmark","If the study of public entrepreneurship is directed at processes of social transformation, then it invariably encounters the manifold experiments of contemporary art and their socio-political effects. This short paper seeks to throw this encounter into sharper relief. After contextualizing the relation of art and social transformation, an example of a recent artistic intervention is presented. In conclusion, it is argued that art’s paradoxical potential to identify and disidentify with forms of life offers fictions of the possible: ambiguous, performative and preliminary reorderings of what can be perceived, expressed and done. © 2015, © The Author(s) 2015.","aesthetics; art; International Institute of Political Murder; public entrepreneurship; Rancière",,Article,"Final","",Scopus,2-s2.0-84940030071
"Arnould E.J., Cayla J.","6701567547;17433584000;","Consumer Fetish: Commercial Ethnography and the Sovereign Consumer",2015,"Organization Studies","36","10",,"1361","1386",,25,"10.1177/0170840615580012","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84942091607&doi=10.1177%2f0170840615580012&partnerID=40&md5=3784d134fa29d72ec4637510bde32d01","University of Southern Denmark, Denmark; Nanyang Technological University, Singapore and Kedge Business School, France","Arnould, E.J., University of Southern Denmark, Denmark; Cayla, J., Nanyang Technological University, Singapore and Kedge Business School, France","What is the sovereign consumer that occupies such a central role in organizational discourse whose satisfaction has become an organizational imperative? Our research draws from extended fieldwork in the world of commercial ethnography. Our analysis shows how ethnography is implicated in the organizational fetishization of consumers, that is, how in the process of understanding and managing markets, a quasi-magical fascination with amalgams of consumer voices, images, and artefacts comes about. We offer several contributions. First, we demonstrate the pertinence of (primarily anthropological) theories of the fetish to organizational sensemaking. Second, we describe a distinctive process of organizational market sensemaking that is sensuous, magical, and analogical. Third, we offer a subtle critique of commercial ethnography, a popular research practice that aims to bring ‘real’ consumers to life inside the firm. © 2015, © The Author(s) 2015.","consumers; ethnography; fetishism; market research; organizational culture; sensemaking",,Article,"Final","",Scopus,2-s2.0-84942091607
"Flesch B., Hussain A., Vatrapu R.","55550667500;55538249300;23399280500;","Social set visualizer: Demonstration of methodology and software",2015,"Proceedings of the 2015 IEEE 19th International Enterprise Distributed Object Computing Conference Workshops and Demonstrations, EDOCW 2015",,,"7310685","148","151",,3,"10.1109/EDOCW.2015.18","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84964681365&doi=10.1109%2fEDOCW.2015.18&partnerID=40&md5=063dd12303731093bfb39cdb187d1c1a","Computational Social Science Laboratory, Department of IT Management, Copenhagen Business School, Denmark; Mobile Technology Laboratory, Faculty of Technology, Westerdals Olso School of ACT, Norway","Flesch, B., Computational Social Science Laboratory, Department of IT Management, Copenhagen Business School, Denmark; Hussain, A., Computational Social Science Laboratory, Department of IT Management, Copenhagen Business School, Denmark; Vatrapu, R., Computational Social Science Laboratory, Department of IT Management, Copenhagen Business School, Denmark, Mobile Technology Laboratory, Faculty of Technology, Westerdals Olso School of ACT, Norway","This paper presents a state-of-the art visual analytics dashboard, Social Set Visualizer (SoSeVi), of approximately 90 million Facebook actions from 11 different companies that have been mentioned in the traditional media in relation to garment factory accidents in Bangladesh. The enterprise application domain for the dashboard is Corporate Social Responsibility (CSR) and the targeted end-users are CSR researchers and practitioners. The design of the dashboard was based on the ""social set analytics"" approach to computational social science [1]. The development of the dashboard involved cutting-edge open source visual analytics libraries from D3.js and creation of new visualizations (actor mobility across time, conversational comets etc). Evaluation of the dashboard consisting of technical testing, usability testing, and domain-specific testing with CSR students and yielded positive results. © 2015 IEEE.",,"Open source software; Visualization; Computational social science; Corporate social responsibilities (CSR); Domain-specific testing; Enterprise applications; State of the art; Technical testing; Usability testing; Visual analytics; Demonstrations",Conference Paper,"Final","",Scopus,2-s2.0-84964681365
"Zimmerman C.J., Wessels H.T.W.J., Vatrapu R.","56358501400;57188990235;23399280500;","Building a social newsroom: Visual analytics for social business intelligence",2015,"Proceedings of the 2015 IEEE 19th International Enterprise Distributed Object Computing Conference Workshops and Demonstrations, EDOCW 2015",,,"7310688","160","163",,4,"10.1109/EDOCW.2015.20","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84964649237&doi=10.1109%2fEDOCW.2015.20&partnerID=40&md5=a37b7b06431feb370c156efd7f799f07","Computational Social Science Laboratory, Department of IT Management, Copenhagen Business School, Denmark; Mindjumpers ApS, Kristianiagade 8, Copenhagen Ø, 2100, Denmark; Mobile Technology Laboratory, Faculty of Technology, Westerdals Olso School of ACT, Norway","Zimmerman, C.J., Computational Social Science Laboratory, Department of IT Management, Copenhagen Business School, Denmark; Wessels, H.T.W.J., Mindjumpers ApS, Kristianiagade 8, Copenhagen Ø, 2100, Denmark; Vatrapu, R., Mobile Technology Laboratory, Faculty of Technology, Westerdals Olso School of ACT, Norway","Insufficient data visualization in current social media tools is hampering opportunities to make effective meaning and take decisive action from social data. This paper presents the technical architecture of a prototype tool for Social Business Intelligence (SBI) under development. Adopting an Action Design Research approach, the goal of the 'Social Newsroom' is to provide practitioners with user interfaces for leveraging such affordances. The construction of specific interfaces is detailed including monitoring dashboards and insights pillars for visual analytics. © 2015 IEEE.","Affordances; Business intelligence; Data science; Social business; Social media analytics; Visual analytics","Competitive intelligence; Information analysis; Social networking (online); User interfaces; Visualization; Affordances; Data science; Social business; Social media analytics; Visual analytics; Data visualization",Conference Paper,"Final","",Scopus,2-s2.0-84964649237
"Frederiksen M.","41561152400;","Dangerous, Commendable or Compliant: How Nordic People Think About Volunteers as Providers of Public Welfare Services",2015,"Voluntas","26","5",,"1739","1758",,8,"10.1007/s11266-015-9578-y","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84942067565&doi=10.1007%2fs11266-015-9578-y&partnerID=40&md5=7b7bf8da00f49600c1df58640a0b23ec","Centre for Comparative Welfare Studies, Department of Political Science, Aalborg University, Frederikskaj 10B, 2450 København SV, Aalborg, Denmark","Frederiksen, M., Centre for Comparative Welfare Studies, Department of Political Science, Aalborg University, Frederikskaj 10B, 2450 København SV, Aalborg, Denmark","The interdependencies and conflicts between civil society and welfare states are of continuing interest and controversy among civil society researchers. Particularly, issues of motivation, collaboration, management, and institutional contexts have been subject to extensive scrutiny. Less prominent on this research agenda, the issue of public perceptions and legitimacy is highly relevant to the conversation on welfare state and civil society. This study contributes on this topic by investigating the public legitimacy of volunteer involvement in public welfare services. The article presents findings from a qualitative interview study of perceptions of welfare institutions conducted in 2013–2014 among 115 participants from Sweden and Denmark. The hypothesis investigated is that the Nordic model of welfare is legitimized by its public nature to a degree which excludes volunteers from legitimately contributing as part of public welfare institutions. Findings suggest that volunteers are held in high regard among Swedes and Danes, but the involvement of volunteers in public welfare provision is deemed both a threat to the Nordic model of Welfare and matter-out-of-place in regards to the role the interview participants ascribed to volunteers and civil society. © 2015, International Society for Third-Sector Research and The Johns Hopkins University.","Attitudes; Hybrid; Interviews; Legitimacy; Volunteers; Welfare services","civil society; local participation; perception; public service; welfare provision; Denmark; Sweden",Article,"Final","",Scopus,2-s2.0-84942067565
"Henriksen L.S., Smith S.R., Zimmer A.","7005201158;57202520297;7102016906;","Welfare Mix and Hybridity. Flexible Adjustments to Changed Environments. Introduction to the Special Issue",2015,"Voluntas","26","5",,"1591","1600",,17,"10.1007/s11266-015-9622-y","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84942046535&doi=10.1007%2fs11266-015-9622-y&partnerID=40&md5=cdbdb6194f0504d300921451169124d8","Department of Sociology and Social Work, University of Aalborg, Kroghstraede 5, Aalborg Oest, 9220, Denmark; American Political Science Association, Washington, DC, United States; University of Münster, Münster, Germany","Henriksen, L.S., Department of Sociology and Social Work, University of Aalborg, Kroghstraede 5, Aalborg Oest, 9220, Denmark; Smith, S.R., American Political Science Association, Washington, DC, United States; Zimmer, A., University of Münster, Münster, Germany","Present day welfare societies rely on a complex mix of different providers ranging from the state, markets, family, and non-profit organizations to unions, grassroots organizations, and informal networks. At the same time changing welfare discourses have opened up space for new partnerships, divisions of labor, and responsibilities between these actors. For nonprofit organizations this means that they operate in complex institutional environments where different institutions and logics compete with each other. In this special issue we have collected a number of articles that analyze how organizations and organizational fields adjust to a new environment that is increasingly dominated by the logic of the market, and how in particular nonprofit organizations, as hybrids by definition, are able to cope with new demands, funding structures, and control mechanism. © 2015, International Society for Third-Sector Research and The Johns Hopkins University.","Hybridity; Nonprofit regulation; Partnership; Privatization; Welfare mix","market; nonprofit organization; privatization; regulatory framework; welfare provision",Article,"Final","",Scopus,2-s2.0-84942046535
"Thøgersen M.","55274484700;","Explaining Collaboration and Commitment in Danish Non-Profit Organizations: Linking Institutional Environments to Outcomes",2015,"Voluntas","26","5",,"1639","1665",,4,"10.1007/s11266-015-9604-0","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84941875189&doi=10.1007%2fs11266-015-9604-0&partnerID=40&md5=0f8ccb386ff77c863a39ce6cb1ca9983","Danish Institute for Non-formal Education, Frederiksgade 78B, Aarhus, 8000, Denmark","Thøgersen, M., Danish Institute for Non-formal Education, Frederiksgade 78B, Aarhus, 8000, Denmark","The aim of this paper is to shed light on the characteristics and impact of different institutional environments in non-profit welfare provision in Denmark. Based on an analytical framework inspired by the policy fields approach (Stone and Sandfort 2009), the paper argues that to understand the non-profit sector, it is necessary to take a closer look at the differences and similarities not only across welfare fields, but also across non-profit providers and their public counterparts within the same field. Based on data from case studies on primary schools and nursing homes in two Danish municipalities, a number of explanatory factors are identified and analyzed: Regulative rules, funding issues, norms and expectations, and the degree of competition. Results show important differences in the institutional environment of the two welfare fields, and that these differences have an actual impact on outcomes: Both collaborative activities of welfare providers and organizational commitment among leaders, employees, and users are highly influenced by characteristics of the institutional environment. It is argued that the applied analytical framework can help understand and explain the large variations in non-profit welfare provision across fields, within countries. © 2015, International Society for Third-Sector Research and The Johns Hopkins University.","Case studies; Institutional environments; Nonprofit welfare provision; Policy fields","analytical framework; institutional framework; nonprofit organization; policy approach; service provision; welfare provision; Denmark",Article,"Final","",Scopus,2-s2.0-84941875189
"Hunka A.D., Meli M., Palmqvist A., Thorbek P., Forbes V.E.","35558795200;55215280300;7003455283;6603351202;7004281385;","Ecological risk assessment of pesticides in the EU: What factors and groups influence policy changes?",2015,"Journal of Risk Research","18","9",,"1165","1183",,5,"10.1080/13669877.2014.913663","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84945478261&doi=10.1080%2f13669877.2014.913663&partnerID=40&md5=ac09747ca2e5bfe867a4270b5a9fe56a","Department of Environmental, Social and Spatial Change, Roskilde University, Roskilde, Denmark; Faculty of Behavioural Sciences, Department of Philosophy, 3TU.Ethics Centre, University of Twente, Enschede, Netherlands; Syngenta Jealott's Hill International Research Centre, Bracknell, United Kingdom; School of Biological Sciences, University of Nebraska-Lincoln, Lincoln, NE, United States","Hunka, A.D., Department of Environmental, Social and Spatial Change, Roskilde University, Roskilde, Denmark, Faculty of Behavioural Sciences, Department of Philosophy, 3TU.Ethics Centre, University of Twente, Enschede, Netherlands; Meli, M., Department of Environmental, Social and Spatial Change, Roskilde University, Roskilde, Denmark; Palmqvist, A., Department of Environmental, Social and Spatial Change, Roskilde University, Roskilde, Denmark; Thorbek, P., Syngenta Jealott's Hill International Research Centre, Bracknell, United Kingdom; Forbes, V.E., School of Biological Sciences, University of Nebraska-Lincoln, Lincoln, NE, United States","For the last couple of years, European environmental risk assessment (ERA) regulations have undergone significant changes. The new 1107/2009 directive which came into effect in 2011 has triggered an on-going debate on defining specific protection goals for ERA. During this period, we conducted a study on policy change among the most influential ERA stakeholders from Europe. We interviewed 43, purposively sampled, participants from the European safety authorities, plant protection product industry and academia. Transcribed interviews underwent thematic analysis conducted separately by two coders. As we followed the advocacy coalition framework, our findings focus on stakeholders processes, interrelations and values behind the ERA policy change. The main challenges emerging from our analysis turned out to be the slow uptake of scientific developments into ERA and very broadly defined protection goals. The use of safety factors and cut-off criteria left risk assessors with many uncertainties. With ERA in its current form it turned out to be impossible to determine whether the current scheme is over- or under-protective. Still, the study shows that the problem of over- or under-protectiveness lies deep in the perception of stakeholders and depends greatly on their priorities. Academics strive for better ecological relevance as a priority. They have concerns that ERA is oversimplified. Regulators worry that ERA relies too much on risk mitigation and is possibly not protective enough, but at the same time, the majority believes that the assessment is well established and straightforward to follow. Industry representatives would like to see ERA based more on probabilistic risk assessment. Recent changes, according to risk assessment and management practitioners have led to an inevitable increase in complexity, which is not perceived as a positive thing, and does not necessarily translate into better risk assessment. © 2014 Taylor & Francis.","advocacy coalition framework; environmental risk assessment; ERA; policy change; risk communication","Accident prevention; Ecology; Environmental regulations; Safety factor; Advocacy coalition framework; Ecological risk assessment; Environmental risk assessment; Plant protection products; Policy changes; Probabilistic Risk Assessment; Risk assessment and managements; Risk communication; Risk assessment",Article,"Final","",Scopus,2-s2.0-84945478261
"Huebner A.","55583263100;","Tourism and cultural encounters in the last frontiers",2015,"International Journal of Heritage Studies","21","9",,"862","868",,5,"10.1080/13527258.2012.661752","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84940488240&doi=10.1080%2f13527258.2012.661752&partnerID=40&md5=9a84d0b57d27fba5d93e3eb4a071a4cd","Department of Culture and Global Studies, Aalborg University, Copenhagen, Denmark","Huebner, A., Department of Culture and Global Studies, Aalborg University, Copenhagen, Denmark","Host-guest encounters often play a key role within tourist experiences of culture and heritage. However, these encounters have increasingly been seen to shape and negatively influence local culture. In his report from early 2011, Shackel presents an example of the cultural encounter between local residents and one-day tourists arriving to the Eastern Greenlandic village of Kulusuk. While much of his account revolves around the covert resistance of locals, he also critically addresses the validity of authentic tourist experiences. This brief note attempts to elaborate on the concept of authenticity, and suggests some issues to consider when discussing tourist experiences, local resistance and future tourism developments in a place like Kulusuk. © 2015 Taylor & Francis.","Authenticity; Cultural encounters; Greenland; Heritage tourism",,Article,"Final","",Scopus,2-s2.0-84940488240
"Mikkelsen M.V., Cohen S.A.","55937435100;35072487400;","Freedom in mundane mobilities: caravanning in Denmark",2015,"Tourism Geographies","17","5",,"663","681",,28,"10.1080/14616688.2015.1084528","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84959877400&doi=10.1080%2f14616688.2015.1084528&partnerID=40&md5=efd97c0e18a19fac675381755be65ebf","Institute for Culture and Global Studies, Aalborg University, Aalborg Ø, Denmark; School of Hospitality and Tourism Management, University of Surrey, Guildford, United Kingdom","Mikkelsen, M.V., Institute for Culture and Global Studies, Aalborg University, Aalborg Ø, Denmark; Cohen, S.A., School of Hospitality and Tourism Management, University of Surrey, Guildford, United Kingdom","Freedom is a widely discussed and highly elusive concept, and has long been represented in exoticised, masculinised and individualised discourses. Freedom is often exemplified through the image of a solitary male explorer leaving the female space of home and familiarity and going to remote places of the world. Through in-situ interviews with families caravanning in Denmark, the primary aim of this study is to challenge existing dominant discourses surrounding the subject of freedom within leisure and tourism studies. Second, we shed further light on an under-researched medium of mobility, that of domestic caravanning. This serves to not only disrupt representations of freedom as occurring through exoticised, masculinised and individualised practices, but to give attention to the domestic, banal contexts where the everyday and tourism intersect, which are often overlooked. This novel repositioning opens up new avenues in tourism studies for critical research into the geographies of freedom in mundane, everyday contexts. © 2015 Taylor & Francis.","Denmark; domestic caravanning; everyday; family holidays; freedom; gender","gender; mobility; tourism; Denmark",Article,"Final","",Scopus,2-s2.0-84959877400
"Korsgaard S., Ferguson R., Gaddefors J.","36113605200;55435516200;16238417400;","The best of both worlds: how rural entrepreneurs use placial embeddedness and strategic networks to create opportunities",2015,"Entrepreneurship and Regional Development","27","9-10",,"574","598",,134,"10.1080/08985626.2015.1085100","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84953839685&doi=10.1080%2f08985626.2015.1085100&partnerID=40&md5=efb7d82463797665c640db71ea1b43d6","Department of Management, Aarhus University, Aarhus C, Denmark; Department of Business, Rural Entrepreneurship Group, Swedish University of Agricultural Sciences, Uppsala, Sweden","Korsgaard, S., Department of Management, Aarhus University, Aarhus C, Denmark; Ferguson, R., Department of Business, Rural Entrepreneurship Group, Swedish University of Agricultural Sciences, Uppsala, Sweden; Gaddefors, J., Department of Business, Rural Entrepreneurship Group, Swedish University of Agricultural Sciences, Uppsala, Sweden","Entrepreneurial activities are strongly influenced by the context in which they occur. It is therefore imperative to understand how different contexts enable entrepreneurs to create opportunities. In this paper, we focus on the spatial context of rural entrepreneurs and explore how the rural context impacts on their opportunity creation. Based on a multiple case study, we find that rural entrepreneurs mix what we refer to as placial embeddedness – an intimate knowledge of and concern for the place – with strategically built non-local networks, i.e. the best of two worlds. Notably, the entrepreneurs seek to exhaust the localized resource base before seeking out non-local resources. Our findings thus contribute to our understanding of entrepreneurship in context and challenge future research to explore how different forms of contexts are bridged in different settings to create varieties of entrepreneurial activities. © 2015 Taylor & Francis.","context; embeddedness; networks; opportunity creation; place; rural entrepreneurship; space","business; economic activity; entrepreneur; rural economy; strategic approach",Article,"Final","",Scopus,2-s2.0-84953839685
"Aslesen H.W., Harirchi G.","22955311000;55154107300;","The effect of local and global linkages on the innovativeness in ICT SMEs: does location-specific context matter?",2015,"Entrepreneurship and Regional Development","27","9-10",,"644","669",,20,"10.1080/08985626.2015.1059897","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84953743687&doi=10.1080%2f08985626.2015.1059897&partnerID=40&md5=2bb33d1af35e07798fa9232ef47cd6cd","Department of Innovation and Economic Organisation, BI Norwegian Business School, Oslo, Norway; Department of Innovation and Organizational Economics, Copenhagen Business School, Frederiksberg, Denmark; DEAMS Department, University of Trieste, Trieste, Italy","Aslesen, H.W., Department of Innovation and Economic Organisation, BI Norwegian Business School, Oslo, Norway; Harirchi, G., Department of Innovation and Organizational Economics, Copenhagen Business School, Frederiksberg, Denmark, DEAMS Department, University of Trieste, Trieste, Italy","Abstract: Countries differ significantly with regard to the location-specific contexts in which they are embedded. The aim of this paper is to extend the discussion on the effects of local and global innovation collaborations on the degree of novelty of innovation by considering this context. Our main question is: Does embeddedness in the developed or emerging country context affect the likelihood of benefiting from local or global linkages for innovations with higher novelty? The paper is based on data gathered through a survey of firms in the ICT sector in an emerging economy (India) context and from two Scandinavian countries (Sweden and Norway). The findings of this study show that global linkages do indeed impact the degree of novelty of innovation. However, country context does have a moderating effect. While the effect of global linkages is highly positive on the innovativeness of Scandinavian firms, for the Indian SMEs, the linkages that give novel innovations are the regional ones. © 2015 Taylor & Francis.","degree of novelty; external sources; global linkages; ICT; India; regional linkages; Scandinavia; SME","developing world; globalization; industrial location; information and communication technology; innovation; small and medium-sized enterprise; India; Norway; Sweden",Article,"Final","",Scopus,2-s2.0-84953743687
"Katz-Gerro T., Meier Jæger M.","6603427292;7101924933;","Does Women’s Preference for Highbrow Leisure Begin in the Family? Comparing Leisure Participation among Brothers and Sisters",2015,"Leisure Sciences","37","5",,"415","430",,13,"10.1080/01490400.2014.995326","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84944357646&doi=10.1080%2f01490400.2014.995326&partnerID=40&md5=7cf98688760d712093c246117c370850","Department of Sociology, University of Haifa Haifa, Israel; Department of Sociology, University of Copenhagen, Copenhagen, Denmark","Katz-Gerro, T., Department of Sociology, University of Haifa Haifa, Israel; Meier Jæger, M., Department of Sociology, University of Copenhagen, Copenhagen, Denmark","Research shows that women are more likely than men to participate in highbrow leisure activities, but we do not know whether this gap develops within the family at an early age or is the outcome of socioeconomic differences between men and women later in life. We compare highbrow leisure participation among brothers and sisters from the same family and report three findings: (1) gender differences in highbrow leisure participation are largely unrelated to family background, (2) there is little evidence that parents engage in gender-specific cultural socialization, and (3) socioeconomic position and family obligations account for less than 20% of brother-sister differences in highbrow leisure participation. Our results suggest that gender differences in highbrow leisure participation originate in factors outside the family. © 2014, Tally Katz-Gerro and Mads Meier Jæger.","children; gender; highbrow leisure","child; gender; recreational activity; sibling",Article,"Final","",Scopus,2-s2.0-84944357646
